ik,NR-AR_chem_logit,NR-AR-LBD_chem_logit,NR-AhR_chem_logit,NR-Aromatase_chem_logit,NR-ER_chem_logit,NR-ER-LBD_chem_logit,NR-PPAR-gamma_chem_logit,SR-ARE_chem_logit,SR-ATAD5_chem_logit,SR-HSE_chem_logit,SR-MMP_chem_logit,SR-p53_chem_logit
AGOYDEPGAOXOCK,-0.6220386076298497,-0.8897199218941374,-2.783831991774666,-0.7309172327206461,-0.41369187134616286,-0.6332209403357294,-0.7725957959130239,-0.8081991383822918,-0.6318549082772805,-1.0091603121231856,-0.9160615655688664,-0.06308390952980647
AHLBNYSZXLDEJQ,-1.312611730087163,-1.6252012982200528,-2.7608494783741966,-0.8063638169673886,-0.7940015064293323,-0.5993133487134448,-0.6877021726217567,-0.9280584307550916,-1.039143808708644,-0.8449763069840541,-0.7213276442785893,-0.7739770734882265
AHOUBRCZNHFOSL,-1.1732000421025275,-1.6333131885998327,0.06102641215835862,-0.8359757785445099,-0.5931512744988923,-0.8241033587983824,-0.8953388850856719,-0.15641752523800648,-0.5742400188341207,-0.8028714348147409,-0.6453431512333372,-0.4814194275045098
AJLFOPYRIVGYMJ,0.05251689228552252,-0.4268054656809969,-2.5823022825357596,-0.5875690310875676,-0.016845907728058575,-0.09699336358452995,-0.7797774590254636,-0.3428348577346113,-0.9281015779674228,-0.9477723093834112,-0.5353482953092631,-0.6091825036041351
AKJHMTWEGVYYSE,-1.1392647890954732,-1.6770168465295954,-0.577484285611106,-0.9451821916417502,-0.033436711001944674,-0.3628952586978647,-0.9467240650274582,0.356472725655483,0.07849874786504392,0.054514612667465885,0.4205844182642752,-0.11704221007495505
AKNNEGZIBPJZJG,-1.1747111193835946,-1.6497997305530032,-0.25396893671339343,-0.8552877617833266,-0.8468702479103423,-0.7081120775657459,-0.7784916083734782,-0.2490995973420575,-0.9590663219001476,-0.8400296635722491,-0.6103526699701495,-0.27701923476238743
ALLWOAVDORUJLA,-1.334753860515433,-1.715937062956157,0.08268286654788896,-0.9997978731343123,-0.5343366084513772,-0.5665726094219139,-0.37008361860675526,-0.4754240917353135,-1.1205036422581363,-0.9045632227338676,-0.6616708223898218,-0.35126430600256286
ALWKGYPQUAPLQC,-1.467510925324387,-1.764577258557751,-0.12741627630824387,-1.048211650302614,-0.3870450814870148,-0.8884815229431804,-0.7843756719665544,-0.588512466184633,-0.8930356695514603,-0.8207509958049155,-0.8119804559604281,-0.8590538592945913
AMDBBAQNWSUWGN,-1.3241423790888998,-1.665769839634801,-1.6037165162821985,-1.1790433282170227,-0.857426546776548,-0.6602042735860523,-1.0371601432891993,-0.7109938079987113,-0.7899632042192831,-0.9486739062835803,-1.0844494175308368,-0.626222116831044
ANGKOCUUWGHLCE,-0.7921590609927394,-1.348524266578788,-1.8341804396116494,-1.1688961413405956,-0.42215809630125256,-0.793489932977495,-1.1451140949682754,-0.8642166567860015,-1.3745030001474785,-1.0250046682559921,-0.932872451486968,-1.0766443745284804
ANMLJLFWUCQGKZ,-1.2484542882772087,-1.6383679855386504,0.1533985522270683,-0.2623880785607001,-0.09098298513356314,-0.6793302498200825,-0.3597953064563085,-0.1635178758716076,-0.6248816039869055,-0.8898199305919704,-0.10449212344824024,-0.5060651404320494
ANTSCNMPPGJYLG,-1.095987506212825,-1.8106058276483223,0.07504561388796527,-0.9856997461502037,-0.19578556576150347,-0.8824732135932412,-1.06323654622061,0.5169219432610899,-0.6906640851367106,-0.924347651647742,-0.07696759912694248,-0.651788933558112
ANZXOIAKUNOVQU,-1.4368557008431226,-1.744711086598391,-1.3190241395660771,-1.093808389366162,-0.6563858945948785,-0.8824540472818085,-1.033479131904278,-0.9220000118616443,-1.0230554397427598,-0.8970380942791002,-1.2727079812084696,-0.7419903640113804
AOCCBINRVIKJHY,-1.4088438559750565,-1.7142090816910271,-1.8744797730751204,-1.1483012401240138,-1.200343788296081,-0.903527055146502,-1.1510493834740485,-0.910999081483081,-1.3596714616785703,-0.9205837999056168,-1.4502315065898457,-0.9172862737394945
AOXRBFRFYPMWLR,1.0808711884244524,1.1682498420220113,-2.131839110389861,-1.077013501992825,1.194433852763908,0.9594890237633371,-1.1066034343576283,0.17807822920485594,-1.3704611508252051,-0.5500259232872459,0.03669399241490654,-1.0069213424293642
APGDTXUMTIZLCJ,1.7917383097153845,1.8564828620487992,-2.593509876046767,-1.1840030160232728,0.4492235729841464,0.15914200798947303,-1.0453963169564018,-0.7461248084978986,-1.2593671552400638,-1.0507235405722526,-1.5889743785058574,-0.951869631401697
APKFDSVGJQXUKY,-0.9640486039220217,-1.263329271052578,-2.902469339650389,-0.8422537927176151,-0.5679539713822604,-0.5815048177475319,-0.8371412987119484,-0.6417529349573626,-0.5042127070641492,-1.1282922271647382,-0.775044630460252,-0.22314403604197883
AQCHWTWZEMGIFD,-1.3559615664988678,-1.8265517706737613,-0.5403333096862635,-1.2395431101726422,-0.7295628026694624,-0.9053325107420578,-1.0216876739714456,-0.122131784834555,-1.0461824033896332,-1.1069722738748753,-0.5982188276243543,-0.7292270018309881
AQHHHDLHHXJYJD,-1.425338889600611,-1.7808848035321168,0.32172606515592805,-0.8221376711968531,-0.3472911541861442,-0.8549630738195102,-0.7658583742402856,-0.48906665862574555,-0.58592612107127,-0.6976939896529667,-0.358525417487444,-0.399642380858463
AQIXAKUUQRKLND,-1.5164368439134412,-1.8024049393715078,-1.258368341507592,-0.6523724142731513,-1.1007717850377963,-0.9539127782576491,-1.2761666124967717,-0.8102463498639838,-1.4359394714382994,-0.9460284413035986,-1.5496223211489615,-1.1820688002670552
AQNDDEOPVVGCPG,-1.3963427646317472,-1.812775937904205,-1.408825597256468,-1.1786245455071263,-0.6085837312405672,-0.8501890994424204,-1.120238799130492,-1.077391941511026,-0.9444292023251935,-0.9260079527811869,-1.5253807846174632,-0.9930189923250976
ARFHIAQFJWUCFH,-1.3806849109699575,-1.6858241812371886,-1.2946875768912558,-1.2636145835306833,-0.513578112229282,-0.08724674397209636,-0.3967179758830887,0.27062900190911554,-0.28428188901674767,-0.7739090342100915,-0.4611224334743026,-0.8777341182016867
ARSRBNBHOADGJU,-1.4648853840556197,-1.1681984775725855,1.0110925368840393,-0.7939258443114986,0.7007673270162299,-0.46357393801945634,-0.3725517092049808,0.08762391250222265,-0.4029662889031638,-0.1763177015048352,1.8707154195690612,0.43503496047988316
ASUTZQLVASHGKV,-0.4192712400820424,-1.2878276021724666,-1.7128649150598476,-1.056956660553322,-0.6652219322122097,-0.601701634116494,-1.2033435352362725,-0.32898209645114973,-0.9654490639102578,-0.5667553481675549,-1.2726051839150672,-0.7468509660494651
ASWVTGNCAZCNNR,-1.5569711762144147,-1.8874214625180374,-0.5574708154479922,-1.441654073983158,-0.9152871406408456,-1.033718186942767,-1.1424032805080244,-0.6817483944768187,-1.2948374004110914,-1.0917154900090136,-1.339813345031599,-1.3157678368908559
ATCGGEJZONJOCL,-1.3704234837052716,-1.8588916464010072,1.5087548741518872,-0.48862787944829633,-0.20502176042511544,-0.7928072457564982,-0.8268808515225263,0.069959285366422,-0.6779351564492451,-0.7500503865317905,-0.5606638658963704,-0.4281008373401802
AUNGANRZJHBGPY,-0.6472012981285353,-1.506832143871523,-1.2389302211158535,-1.0966892373124562,-0.680273990743116,-0.854424694020978,-0.9394161346707466,-0.8418672702078197,-0.8854127911234428,-1.1216319738846687,-1.3566975681900681,-0.4052323405076544
AUVVAXYIELKVAI,-1.0653615752008856,-1.546048317146799,-0.8819443072813913,-1.0409749189543924,-0.6237527944697725,-0.8190808761133619,-0.9505700964210622,-0.36100848180596634,-1.200346645320853,-0.7941462090945878,-0.7296706795544506,-0.5068835439687269
AUYYCJSJGJYCDS,-1.3442386648688787,-1.677136139299149,-0.4966704349731327,-0.9459534194352563,-0.006308079821085235,-0.5001354936690106,-0.36907823070016543,0.6143109021194598,-0.584036612224987,-0.7281273454877766,0.26415927732129285,-0.620826795416479
AUZONCFQVSMFAP,-1.342404185379049,-1.6468191480371357,-1.4998698407562123,-0.6784713000496153,-0.6608429343254624,-0.808410768133611,-1.1188306291691994,-0.4485044422026102,0.05620324855936248,0.4171343234304562,-0.9287383200890398,-0.8084853757479452
AVKUERGKIZMTKX,-1.3671710429806578,-1.7161410012924054,-2.0836143157241493,-1.4523218999690082,-0.6505682286021428,-0.845774366171681,-0.7204383196382703,-0.48314835909689724,-1.1918707489908582,-1.1332080922625656,-1.4089987984611099,-0.43540458234618457
AVOLMBLBETYQHX,-1.2804491344166902,-1.375172900078994,-0.7132268790786865,-0.7615283506827348,-0.35888250295959184,-0.10536400278565679,-0.6629912801259825,0.07211378750104938,-0.5843500473850394,-0.8677463897583226,-0.37706786855201424,-0.7270591777786979
AXKPFOAXAHJUAG,-1.3230136612081376,-1.5269956960388984,-2.065359719808715,-1.293197726697926,-0.6564998570340388,-0.8428361403902733,-1.1106753024275933,-0.47317851555169255,-1.153489587394076,-1.00010478920207,-1.6242619777867506,-0.9719773532938962
AXRCEOKUDYDWLF,-0.8819281157865743,-1.1504919568686311,-0.30255053831292106,-0.8039378504282406,-0.4996709377019346,-0.610870410822892,-0.8043164195306431,0.24748150500330998,-0.5272325019832363,-0.9245080208713017,-0.6019793381455296,-0.07659079263170321
AYIRNRDRBQJXIF,-1.3783867145056505,-1.7173370874608516,-1.5642208758453677,-1.2348807686431034,-0.7351209583286278,-0.813849236861786,-1.0494594208077888,-0.583332696587163,-0.863015999565518,-0.9858805735493826,-0.983023329398028,-1.0161055325994615
AZFBLLCNOQPJGJ,-0.8398496325608147,-1.316423894555749,-1.4577227020581982,-0.4539538410091284,-0.49737783037523775,-0.4113276581664827,-0.624539155323311,0.39686346349077106,-0.35573167673757233,-1.1007468488442238,0.09206128032519498,0.3460585368643134
AZSNMRSAGSSBNP,-0.10860230886755315,-0.2883442831547946,-2.599644358979987,-0.07566949517152684,-0.21687763828389714,-0.2363570607256441,-0.6264238469382695,0.10480394276146097,-0.3136991316846532,-0.9810285769484883,0.1977342860093992,0.09430757695520293
BAFKRPOFIYPKBQ,-1.415036970082089,-1.8369129686795866,0.8549230909500055,-0.3308204475313857,0.028250576655594863,-0.7018662064283114,-0.6284603512413496,0.22362228611802903,-0.5331117228700996,-0.6831338086409535,0.2889820254790786,-0.4535336799294456
BAMTVATUENLIOP,-0.5062682420040907,-0.9521662844839014,-1.7296501455871902,-0.9168927660425575,-0.5006570127452684,-0.5286849326204577,-0.941768963058666,-0.5829857668666194,-0.8351823469794714,-1.0942604124428728,-0.7701756678204922,-0.28483222438011263
BAQCROVBDNBEEB,-1.170419750320593,-1.6631372437763359,-1.7661490801063076,-1.1760358634670156,-0.6303329152972839,-0.6670027213935751,-0.9681598641890763,-0.7674809703040718,-0.8393038529320958,-1.0228840826116596,-1.2344758427295592,-0.3433770784769592
BAWFJGJZGIEFAR,-1.1194967103722422,-1.642330925287725,-1.0050406447282887,-0.8866378963387649,-0.2378312496201354,-0.8719333454158235,-0.8422145558395948,-0.3538203192783408,-0.3069951963510639,-1.0698370381986337,-1.4407616704563366,-0.6569821233491955
BBFQZRXNYIEMAW,-1.2251707701122936,-1.5151318393630058,0.9858872509667487,-0.8877015667509981,-0.5055297906383871,-0.2612647455348371,-0.5445454789148242,0.5352295880147215,-0.471617052546791,-0.773030800969632,0.6363705887796982,-0.6111310902104099
BBMULGJBVDDDNI,-0.8125198922825103,-1.2086454986772632,-2.0749345486754374,-0.3214568749477442,-0.22473127277813332,-0.37634071171955163,-0.3645471211961279,-0.2804270544930443,-0.7836552105079437,-0.8542557965974753,-0.047936527257765114,-0.17277307770497033
BCEHBSKCWLPMDN,-1.2998498933286986,-1.7251462405800835,-0.27136820166792175,1.1795200059649735,-0.6244779417389812,-0.9030516850707951,-0.8681046334558356,-0.23881049152177813,-0.9087715246594925,-1.0675998884047688,-0.22696880629734104,-0.8628685259108991
BCFGMOOMADDAQU,-1.2049694363211145,-1.7154517420891324,-0.0006501590192456498,-0.7034048179920183,-0.30298330572707904,-0.630670879531019,-0.539219308310467,0.4569140993039301,-0.1486665537473166,-1.0359975675497082,0.1152774223193125,-0.7248469504866764
BCGWQEUPMDMJNV,-1.3768180729401782,-1.752892137826659,-0.012043633804627123,-0.9336962807503891,-0.6620185106934585,-0.9279682733629464,-1.0756253869113628,-0.40561052417438875,-0.9391614050015082,-0.7384284470084583,-0.4917544667326476,-0.6629856942585586
BDNFQGRSKSQXRI,-1.3201404352512207,-1.7075900368245254,-0.27205462590789686,-1.046608244076224,-0.5126393029614207,-0.7679592021269585,-0.9136457416976974,-0.42282681633520386,-0.8629737498217009,-0.6783056198506335,-0.6191682760596826,-0.910901677635466
BDYYDXJSHYEDGB,-1.4395158318488663,-1.7965538033725577,-0.05551036890939759,-0.9109503521841823,-0.09648362693527623,-0.685592493269427,-0.7410180055411898,0.4283530359254491,0.2738215788018676,-0.5798595623029277,0.07967388368318663,-0.17976877171495162
BEZZFPOZAYTVHN,-0.9514454621376405,-1.711699695362752,1.056870953198076,-0.8628686341429133,-0.17811202790351702,-0.801392425628329,-0.9178669697463628,0.2825816389447672,-0.5200385896583848,-0.9306341831218039,-0.9604137346659032,-0.728205625227517
BFCDFTHTSVTWOG,-1.453657384564751,-1.7693053138728119,-1.280899456134794,-0.3453146952310599,-0.6397999505407498,-0.9518662773937566,-1.1413481356943636,-0.25516497506233743,-1.2830611291972884,-0.4646623504312703,-0.18206082785608474,-0.5971901965083131
BFPSDSIWYFKGBC,-1.069318275160956,-1.6758989788275596,0.10512874100745961,-0.38914717510698077,0.58270363973594,-0.37401195984440566,-0.4888027565060016,0.9674872121650865,-0.3187923622827371,-0.10572473294339614,1.5207765108500835,-0.3244716719730657
BFPYWIDHMRZLRN,0.6207726196416904,0.2394378256663017,-0.830524789535121,-0.9248875761177862,1.0983165346805803,0.9659216149935445,-0.8937764647455573,0.40923963806034835,-0.8602668820788166,-0.702550011795482,0.5663839685310141,-0.5427099045309958
BFUJHVVEMMWLHC,-1.4649070566530962,-1.772866608865834,-0.032682017250219055,-1.2143559131393604,-0.6956214523699882,-0.7610453939078398,-0.9901510172437525,-0.45157148666612174,-0.862291290323346,-0.9220022489569231,-1.1396219257227331,-0.8290224527390595
BFYIZQONLCFLEV,1.4129999254561176,0.744285266301127,-1.9020489764315873,-1.0490268784195493,0.7910675516967252,0.5529508095813441,-1.0455597193131623,0.6149833777973195,-0.9105848921722774,-0.7523505068536096,-0.7909601380448196,-0.7105460788717157
BGDKAVGWHJFAGW,-1.4608563049933916,-1.853046686031132,-0.5785441025124178,-0.44903476499310385,-0.6424271921875995,-0.9877947108508762,-1.1867882273890478,-0.9617267460472996,-1.1330831454571304,-0.8108217830148706,-1.1519046088458371,-1.049809209076533
BGNXCDMCOKJUMV,-1.5177137358066808,-1.8334718528388747,-0.20468426339773907,-0.9442532650348988,0.3666933890497645,-0.2584866120086899,-1.0844407870335813,-0.4911082528235173,-0.8732301185678703,-0.46557718644461765,-0.017678683768463332,-0.684832748927679
BGRJTUBHPOOWDU,-1.4891888706413874,-1.7762195439402257,-1.871415220182741,-1.5549616908734054,-1.1061113890897978,-0.9413197549296082,-1.185306127998365,-0.7614439349100399,-1.209002153611557,-1.110905083810735,-1.7687095519128213,-1.1968373152866856
BGSOJVFOEQLVMH,1.4102209067643803,1.7834609757009834,-2.478640361409452,-1.177597712348657,0.8532437971044882,-0.031029970266327866,-1.1025518414583564,-0.5791719821710579,-1.533477200343343,-1.0748428359983693,-1.6058173595270862,-1.2049317931250398
BGSZAXLLHYERSY,-0.1734369424550566,-0.45001536159101435,-2.7210996055468777,-1.282007458940951,0.106289332194813,-0.10645624681509333,-0.9277070060104649,-0.7320117087970945,-1.4106812243073816,-0.9316467369034893,-1.423980026784174,-1.008659824913093
BGYJFSXPRMOZJK,-1.1217104999514116,-1.6147875623984367,-0.5361917943651454,0.03888488306962304,-0.2565457775482557,-0.5511427076276548,-0.7194791561439154,-0.10160353959255534,-0.5570986672089215,-0.8539203793112369,0.41101074300320295,-0.6805406221786582
BHKPHCKISVSDGV,-1.427068700943324,-1.7859895637509646,0.906078981760134,-0.573598957525103,0.39200916412458214,-0.7317373050808726,-0.7099428333615042,-0.22432050524843006,-0.11847026160767872,-0.5128658452441164,-0.20400726340109052,-0.39990398650498976
BHQCQFFYRZLCQQ,0.3189672666071497,-0.25563882018921413,-2.7977589654588493,-1.2792929989392547,0.5006699700597602,-0.16707146949976556,-0.8456843686176123,-0.7192298704173916,-1.6244495384335358,-0.8954075795163832,-1.5134562140889876,-1.19641744586413
BIDNLKIUORFRQP,-1.3115508272310494,-1.6574012804532363,-2.137300326144592,-0.9738092440897181,-0.3803323290575006,-0.6309195632354737,-0.8068899558322703,-0.7026975192590048,-1.2526474060678814,-0.983895561860661,-0.6763701314225974,-1.1215864640298938
BIIVYFLTOXDAOV,-0.6988123714680821,-1.114785671812054,-0.7966295031595618,-0.6949769594652865,-0.25927497628184465,-0.5111559634313052,-0.49557909656353905,0.31671378001602246,-0.5516702676761767,-0.8455491437430275,-0.09647686521158465,-0.08023890506402401
BJFIDCADFRDPIO,-1.3457479939398633,-1.7107420760087764,-2.2138851054108213,-1.5430641176432804,-0.16797258245399452,-0.024094727486934586,-0.793441824852327,-0.5254576582715527,-0.6698495756698557,-1.1549586832438745,-1.852179689524423,-0.4948192753655249
BJRNKVDFDLYUGJ,-1.2238202036558161,-1.6338284366978146,-1.584300233317149,-1.1777352631740785,-0.21481042536379372,-0.7639905337447535,-1.23981666912271,-0.9556109254802041,-0.7621245122601558,-0.5661959010048027,-1.0917996559424177,-0.6874167847380142
BKRGVLQUQGGVSM,-1.042387287230067,-1.3034091683216855,-0.2535383592742786,-0.9288039584660519,-0.7108344866314474,-0.6701651228665776,-1.1080456981877573,-0.2563738279078171,-1.1527730436248758,-0.8604069779884302,-1.3102037427742768,-0.6025072376224475
BKYKPTRYDKTTJY,-1.3981630468902333,-1.7507945160121683,-1.6040402628562795,-1.3932432726168074,-1.0506738479411366,-0.8508511262914702,-1.0588850333456055,-0.483416798451727,-1.3264812004802093,-1.0335504255800632,-0.8305620666534094,-1.048571218494215
BLCLNMBMMGCOAS,-1.2627988834505304,-1.7169365612795249,-1.7876384988664655,-1.3485688297477936,-0.8058630074258664,-0.6670808735330837,-0.8884798215704178,-0.9185694733865675,-1.0640747824766232,-1.187495484705078,-1.48712053747959,-0.6045247334397826
BLFLLBZGZJTVJG,-1.5800698017265387,-1.863010829377405,0.13451600997781651,-0.5557670526866232,-0.1099044643100666,-0.6184416477603037,-1.1985445435676763,-0.7862877254227549,-0.8732443310571939,-0.5462961441450725,-0.9498658301589985,-1.0271393101841864
BLGXFZZNTVWLAY,-0.6063643005070676,-1.2673858777034055,-1.226266994956417,-1.0091526451235235,-0.5081604424609029,-0.5683473087201439,-0.584075788105075,-0.5174673983247531,-1.1618004787700504,-1.0105113249830082,-1.0737286919852569,-0.7423648157466038
BLJRIMJGRPQVNF,-1.4416727597282448,-1.7961238738152916,-1.7933264219414502,-1.1996665738309913,-1.1473378267977374,-1.0691777543982766,-1.1458736179154765,-1.015964994872337,-0.7151445803272839,-0.8325271744944113,-1.9768044290112456,-1.0317650734373656
BLSQLHNBWJLIBQ,-1.3464961094281036,-1.7643512382842816,2.875836469199612e-05,0.39769141077093395,-0.6282368438597468,-0.8491399769862895,-0.8290115916588306,-0.0070254848115838125,-0.7309210252252746,-1.0134474360389178,-0.8124476389053908,-0.6989586735923167
BLUAFEHZUWYNDE,-0.46695448378381876,-0.9216156013010461,-2.3562109642399847,-0.8394175448775345,-0.175433514417072,-0.36933820359505987,-0.7310224134746885,-0.5840579787146356,-1.0496670308771736,-0.8662835179303282,-0.9327302338072947,-0.36888074728416204
BLXXJMDCKKHMKV,-1.1173885690018572,-1.6382680951894328,-0.10362827168880052,-0.9000870179728138,0.39062254744612407,-0.6002750182994764,-0.6581529044892221,0.026799686364560177,-0.4499517974881705,-0.38881696151721307,0.6653076299878252,-0.2525857501065846
BMKDZUISNHGIBY,-1.257552017832322,-1.6103189890358591,-2.6740277549650346,-1.8067635194874951,-1.3308880845268296,-0.8526798955268959,-1.2490517911874286,-1.5332364856075111,-1.3227960598529842,-0.9831680431463438,-2.4042003913171355,-0.95503345046441
BMUKKTUHUDJSNZ,-1.3556058557422772,-1.8545827598051248,-0.6085098288153443,-1.0322129345910298,-0.028820006646857466,-0.8260115943038945,-0.8953845963364705,-0.2719089653614466,-0.5362719364226909,-0.6756146471546981,-0.5678475073476229,-0.8101252810673961
BNQDCRGUHNALGH,-1.4156512308067455,-1.7680444464180716,-0.2180028164416685,-1.4744068060806446,-0.7613476916562498,-0.7560185344194683,-1.157459260491857,-0.6756307780241956,-0.577177137312628,-0.8937722054961368,-1.3224875541066141,-0.7722049005784573
BNRNXUUZRGQAQC,-1.126298562762606,-1.6714204289844585,-1.4190123388596216,-1.1430856826791955,-0.9992855352729578,-0.8638673337506557,-0.8634081142923702,-0.4961956420892334,-1.0639278458618877,-1.176565649006097,-1.520102875607299,-0.9914316811099727
BOBLHFUVNSFZPJ,1.6399306845738015,0.7665780655301143,-1.7370637660816977,-0.8420901584617195,0.2422574193905111,-0.2972065865149193,-1.0150656187911455,-0.45011981556522246,-1.1263881101905608,-1.0857450012871155,-0.34226420953933373,-0.7577852133992679
BOEGTKLJZSQCCD,-1.2419169615384171,-1.6410108969777752,-1.6481341632960471,-1.447131424447234,-0.5591057656032908,-0.693961524281651,-1.0400261387519238,-0.2104639260351852,-0.9256833387589004,-0.9963130609813087,-1.4745261174785058,-0.37302468163764635
BOVGTQGAOIONJV,-1.5214778373774192,-1.7915864783355284,-1.844991883968129,-1.6536284797124874,-1.1232924066116672,-1.0353512807945744,-1.2595602822502592,-1.181858073074928,-1.5698527273622545,-1.177408049023155,-1.8023505134074358,-1.4701820570657609
BPEGJWRSRHCHSN,-1.3409147522802245,-1.8113627699682149,-0.6400771404493117,-1.007508809427382,-1.2059796104542115,-0.9878218748001282,-1.1516996691669095,-1.0816512204686495,-0.7912691372602112,-1.13625854451025,-1.7766380469389658,-0.9289585886901948
BPFYOAJNDMUVBL,-1.0207845061453957,-1.0856821565154209,-0.9875153236067944,-0.7816165643798684,-0.9160776615158828,-0.6403011197051233,-0.522244790715604,-0.209136231235353,-0.8424710115501881,-1.0945081797058749,-0.9864730322516417,-0.47607100389316215
