task,cell,repeat_id,outer_seed_requested,outer_split_seed,outer_split_signature,n_compounds,n_positive,n_negative
NR-ER,HA1E,0,2042,2042,440f94a8ad99cc76abae37ccababfc884dcbd357777ae621d52d50fc6729aef7,805,132,673
NR-ER,HA1E,1,3042,3042,39f306a0021712bef48ddd272bd181859672655b2428f623c685bbb8cebd0a4e,805,132,673
NR-ER,HA1E,2,4042,4042,41c311f04f16a755359024b97070b20576687aa07476e98ed64223accfa552bf,805,132,673
NR-ER,HA1E,3,5042,5042,384dbd790c6f4e886bd5fd2a873cc2bf4b897a1e678b20da5f369ec149dee1a4,805,132,673
NR-ER,HA1E,4,6042,6042,265623c9e0cc6500991ca570d4516db9401b3deb25e8d78cc239b62b5235fb50,805,132,673
NR-ER,HA1E,5,7042,7042,2e50b76ff253a20a88b9e03e82be82b8c1486f5488820f1917569fe2e856c758,805,132,673
NR-ER,HA1E,6,8042,8042,86d5e651845cff36845aabb3ece5f5ccc658ba1bfc819a67b8f9400282f1bc5c,805,132,673
NR-ER,HA1E,7,9042,9042,427d40030b7d24fd621adbe6e00c9f7c453834954880a36b2032d29bbb59cb1a,805,132,673
NR-ER,HA1E,8,10042,10042,2b907586444d9296a40ce0b88c9822441fd0b1073bb873ee843fef81d777a436,805,132,673
NR-ER,HA1E,9,11042,11042,25c750c6ac9d7da57387b49bd44c5fc0151cb415b3c6791850c391bab627b30c,805,132,673
NR-ER,HA1E,10,12042,12042,7d92d91d7df59115af768229f8af5e2d2e79e15eb6eedf3abc6718231e543e94,805,132,673
NR-ER,HA1E,11,13042,13042,87d5e95591c3fbb0c64522bf1561e401398318acb5dda2f0a4bf479b8a54262f,805,132,673
NR-ER,HA1E,12,14042,14042,fa51e68450b5ed457a1815d1a222e3ed1140a26a4610c05074e49c5c69f4d772,805,132,673
NR-ER,HA1E,13,15042,15042,ecf6571cabe05740ddce5faf2d66767db4cc95f4eaecfb01bb73b434919535f8,805,132,673
NR-ER,HA1E,14,16042,16042,ecf1524b8a9cea1fb61f958ba1653b882f369bd4111f6c1d3fedb006ef0c304b,805,132,673
NR-ER,HA1E,15,17042,17042,0f3816afd21afac8e597a0db2105e9addb6969733969f691f08afb08f22a77ea,805,132,673
NR-ER,HA1E,16,18042,18042,bce48e73654245f55bf2f97fb938e1aff7e0e168852a44f78c0a0e677c65cf5e,805,132,673
NR-ER,HA1E,17,19042,19042,dd6612a0187ab0ba02348116456689ee2743251a913ed04d6725d0448c312c45,805,132,673
NR-ER,HA1E,18,20042,20042,fe0190b1df4a165ef62fd27dd7e1c60fb58e173d2977d133351b8de3e078ffd9,805,132,673
NR-ER,HA1E,19,21042,21042,c10c5afa30dbe7cd96f8b33110b42329346391ea4772b21265a87e8e7a9dba22,805,132,673
NR-ER-LBD,HA1E,0,2042,2042,d68d5aa6bff499dd97ba3343b62ee0e56b72422f02ba3d3d2e712de9383f8f2f,907,55,852
NR-ER-LBD,HA1E,1,3042,3042,0aee1afa888706dc9ac605c6ddcdcde369cb2a6422761a171f103a89299d0775,907,55,852
NR-ER-LBD,HA1E,2,4042,4042,40244e0dab6a95bd10a1b0b230b774cef285112b83de0a3b4fc3eb5a88f351b9,907,55,852
NR-ER-LBD,HA1E,3,5042,5042,c994a8983883767fa234a2a91a9f140ee240488b714df83a842f0e3d66957a34,907,55,852
NR-ER-LBD,HA1E,4,6042,6042,ce3d41e52d95120cd5e7ea5390f88beca04d98eed9cfd86a41ccd6f161268d9c,907,55,852
NR-ER-LBD,HA1E,5,7042,7042,0966320d876193a497127ccd2610512303c6381e519bd12a9eeff06ce3818824,907,55,852
NR-ER-LBD,HA1E,6,8042,8042,3bbb0ecc01e4e42e23bfba272d35589564012e173b3b9ebe4621e50c2a2b623e,907,55,852
NR-ER-LBD,HA1E,7,9042,9042,d38f90ce5f2885e3d5b9b6e707b96b5c5041c8ce5793984778d6243ff5c42025,907,55,852
NR-ER-LBD,HA1E,8,10042,10042,3230af1e682cb89709d347ecb19cdcae06b89addb2335509f5ba7bbbd2e8f6dd,907,55,852
NR-ER-LBD,HA1E,9,11042,11042,df4df32612fdf6497e5919687fa6ffaa285c5d6090855a1046a9a1bf6021e7fa,907,55,852
NR-ER-LBD,HA1E,10,12042,12042,7390388cea9ec1f78e6b6e47915c65d217984e815bb2ff2f920cde70dae301d0,907,55,852
NR-ER-LBD,HA1E,11,13042,13042,bd9df42d0d42fb7d2b830d99c6456d0f2eb55013ae98fa19d40ba78fdde28814,907,55,852
NR-ER-LBD,HA1E,12,14042,14042,233295ebb7f6cce0bb4e3df49c52cd4e4fccad9f13b2e6ce14ef94b9d0b0c577,907,55,852
NR-ER-LBD,HA1E,13,15042,15042,8922d1a36afcaa86c15b09429f32a2b07ed8bfae89a3bef8b5b4c3a3bd6b1f86,907,55,852
NR-ER-LBD,HA1E,14,16042,16042,5c610cde3360c31d3661612e6071fcb13162320119f898da2ec90d6937267850,907,55,852
NR-ER-LBD,HA1E,15,17042,17042,ec8be44511614f39ebff4de9d0251f557f779e6d878148d9722431082505fa88,907,55,852
NR-ER-LBD,HA1E,16,18042,18042,28043aa7731347cd494e059b1edef26adf2271ef7e897480476c776dc59600c3,907,55,852
NR-ER-LBD,HA1E,17,19042,19042,44f74a126a79e569a9747689b6ec8e4f97c9475ffa1d8b494180302feb2f339a,907,55,852
NR-ER-LBD,HA1E,18,20042,20042,37378e5b49570027f8f05afb9834ab667c97c579da3a8edc1abf84ec3791d1ca,907,55,852
NR-ER-LBD,HA1E,19,21042,21042,f6bddb1f8196b7f4b38d2652e87dba5ec42b2b5945e2481a1338cb6ab673becf,907,55,852
NR-PPAR-gamma,HA1E,0,2042,2045,b40f4e0e80050ad3927ff8e9fe2da5d13dc6e52065e49887351e1716fdd4486a,811,34,777
NR-PPAR-gamma,HA1E,1,3042,3042,256c38d1c6550095b70acab7a9dcc55ba77048c90d85421447c5d6c4cc9674af,811,34,777
NR-PPAR-gamma,HA1E,2,4042,4042,7745e68bcbd1e8e337f975ab7e4200bfcdfe84474a0392fc4681e61177e51e25,811,34,777
NR-PPAR-gamma,HA1E,3,5042,5042,dfa7b3438a4ab8612177ff4c057207d2f990c312cce16509965c5c3ff554c1c3,811,34,777
NR-PPAR-gamma,HA1E,4,6042,6043,fc0d7f34b9f899558720d422c71f5415e00d4032dc52d28c9dcbbc999a591128,811,34,777
NR-PPAR-gamma,HA1E,5,7042,7042,e7769b94a90cacd49dac3a11fde8f951308592dd660eebf9b45a5bd9f0168e0d,811,34,777
NR-PPAR-gamma,HA1E,6,8042,8042,45f1df0c006abf7e5ac83e402222b0791745bc8622a82980f9c04b3068c8b66a,811,34,777
NR-PPAR-gamma,HA1E,7,9042,9042,d4c4f7beb2024ed9e3b1d10ef789e75197ffafa0d67a596d97e0c0e128b59a9d,811,34,777
NR-PPAR-gamma,HA1E,8,10042,10042,e96948c6e3ea7ca6851f2caca09e06cc10251961b7b23f60f778fcc49d105635,811,34,777
NR-PPAR-gamma,HA1E,9,11042,11043,a41703d9984dab474228f7685e2718384fb70691a5d05ad1852a37a2abc474eb,811,34,777
NR-PPAR-gamma,HA1E,10,12042,12042,c872f5d8ae0f40d6f0b2ce9dcb0aecf0609b69a3c296cf675b49bc5fac39ad96,811,34,777
NR-PPAR-gamma,HA1E,11,13042,13042,932565abe423a645c0586f1993c4cbd0a7a43c29b142174ff3daa28deafe9a38,811,34,777
NR-PPAR-gamma,HA1E,12,14042,14042,811222b19c6cb870fad6fca5192062774006e82b8797f70ac56187f748250a1d,811,34,777
NR-PPAR-gamma,HA1E,13,15042,15042,8916321bc2731eb34d25ec0b4ed4f3208c4d9fbd8e450e762d5ee46de602dd11,811,34,777
NR-PPAR-gamma,HA1E,14,16042,16042,05f60d12faa48d0dadfa0dadbe9f63ede75a7d96f9b20553c76d122a3dd6aa90,811,34,777
NR-PPAR-gamma,HA1E,15,17042,17042,fb11ef71804862882bf60cc13b6cd6dd516851bf20c31bd0ef7a0b3f1854c4a9,811,34,777
NR-PPAR-gamma,HA1E,16,18042,18043,69f20e84b6897e59d604f4bd46d215a1e15d42e489f4a688f0a1876221f74f56,811,34,777
NR-PPAR-gamma,HA1E,17,19042,19042,a3c6863b9ab504516246bea600cee41f97d02b16bb676a62fe0420ebae386b56,811,34,777
NR-PPAR-gamma,HA1E,18,20042,20042,3d0cd94419e8d03a8ba2f69030d08ad0a2ba1d4b812343185e6528a41db60a6b,811,34,777
NR-PPAR-gamma,HA1E,19,21042,21042,86c2325657c54b96ea6562184d71f363b02596bf72330425122d7fd3084a09e4,811,34,777
SR-ARE,HA1E,0,2042,2042,06126dbaa9c5a8c9c19c5cde59aa19b0ebd548c5aceb0624b70f4717a0c0947c,690,136,554
SR-ARE,HA1E,1,3042,3042,4723231b2bbd19db0d1f88e87a0eb191bc23e36b12eee61a20d67e4f068d0fb1,690,136,554
SR-ARE,HA1E,2,4042,4042,1c051c2d40fa411429f2ae66936a7d7f55b46b5405e9c8919d633d4210809855,690,136,554
SR-ARE,HA1E,3,5042,5042,7f6d9c46baaaf13b35d675cb90b90419d4bdd019b7bf745489b9016c90c29998,690,136,554
SR-ARE,HA1E,4,6042,6042,ad9f3f8da874419edcc3dc7e6bcd33edfa3e9984dcb8d1a9585d1c75360eb674,690,136,554
SR-ARE,HA1E,5,7042,7042,2e147ad32c6406b079ddff906d426bcb04b1e308fcce853637e0c914f0ddcf1b,690,136,554
SR-ARE,HA1E,6,8042,8042,36cc03c45d7c44e61af793050655e8a842e92d2b4c33cc11288698f068438c78,690,136,554
SR-ARE,HA1E,7,9042,9042,22c5943fccf7dfc0e14865acf95cb179aa3e16d19d7225c04534ae8d795611fc,690,136,554
SR-ARE,HA1E,8,10042,10042,854b646e7384cab197b52b7bc0c7bce2402c4c4962a8399444a538774fd718c9,690,136,554
SR-ARE,HA1E,9,11042,11042,a19547f1c7345b0c9e0c598a46995f83ea577d47db7e174b0c6b922ed904ecea,690,136,554
SR-ARE,HA1E,10,12042,12042,c048cadb4dba3ab75c4c75ca4269c6ba0d714281b1696fcd104e131ae1da812a,690,136,554
SR-ARE,HA1E,11,13042,13042,7e9a58a3d15188bdc80ebb94fc59d13a1f360c3dbbc5ea62a6ceffa2f8a1a298,690,136,554
SR-ARE,HA1E,12,14042,14042,52ecdd815334ce1e38219994b145c6d5de3e47e1efa634d5d677c1eb9cba85e2,690,136,554
SR-ARE,HA1E,13,15042,15042,9e69c06c97110c5f4d1e6d7acf0f99355d1507e9371768610aabf42f2d232071,690,136,554
SR-ARE,HA1E,14,16042,16042,8bb342e9b6a70521e0bf6ea7ce2ae13e27782c89dc10bacfe0d1073a5436431e,690,136,554
SR-ARE,HA1E,15,17042,17042,e52aca178d91d248eb8a101e99b4264cb519058ae180bf62cb352adf82774b06,690,136,554
SR-ARE,HA1E,16,18042,18042,99c26fbb4a0b746b090b44aaa9affe9c4654bd1f7da9b4dab2d1b288ece70485,690,136,554
SR-ARE,HA1E,17,19042,19042,d893f59ca60b0158f7461820d438c7d7b40280a3ac4a03130ceeee4ee7c2c564,690,136,554
SR-ARE,HA1E,18,20042,20042,3491b810e28922281251f52d303ea263a63d8dd40ddd196a22680f86616b6b6d,690,136,554
SR-ARE,HA1E,19,21042,21042,4063795c0ff71fef35a812da7e6283c579e7433ad9136f96d6e1bb47b32f3494,690,136,554
SR-ATAD5,HA1E,0,2042,2042,9325aa54554b594d02a438ed652a963628bb8b1b38ce7f9c5f4321d3b06b57a7,911,50,861
SR-ATAD5,HA1E,1,3042,3042,65b6147ef91a86cbcb89ae9c5559049ea912f316b234f734d5506757a0f438e9,911,50,861
SR-ATAD5,HA1E,2,4042,4042,ca17c8822f31c27d0ee1eafdf76fa2c0f974ab608cdc2fb55dc71f1485cb148e,911,50,861
SR-ATAD5,HA1E,3,5042,5042,7a95127580e9bfa1e1ab02621bbdc7d3a40b5a87f1cf02523eb60548e6f7ab47,911,50,861
SR-ATAD5,HA1E,4,6042,6042,b10ebeb6deee38c0a6db827dc9d2fc11225ed8e771cea1723ba5e155ef6d6387,911,50,861
SR-ATAD5,HA1E,5,7042,7042,810835966ec42d1e02d5fa9f1b21f4d0f1da228ebc032fb3a881ca9a95eeb63b,911,50,861
SR-ATAD5,HA1E,6,8042,8042,150d157ce35f30fb45cc60ebb3adcfc214efdebbb34619d645214e6955db0231,911,50,861
SR-ATAD5,HA1E,7,9042,9042,59598062c09befc25093ca9d39aed123827904419e343cd6fa5dd964da5f7ac0,911,50,861
SR-ATAD5,HA1E,8,10042,10042,3fcdace3ddff4ee2fffa5c9111686ec12d525bbc53bddcb92248b18f0f542898,911,50,861
SR-ATAD5,HA1E,9,11042,11042,3ef9318f0c9f67a9009a22cea4b25ed16d56d953d36aa5b0df3fd3e884978e55,911,50,861
SR-ATAD5,HA1E,10,12042,12042,d9a4a8bb1eaf4466a6e16aad4471254482efb7ac2ae89e33ac210b6d0eec607e,911,50,861
SR-ATAD5,HA1E,11,13042,13042,c315b55e1dc9ba5f32bdff5f19a4b2ad23550ecdad4b735a6622d6ee3429dcbb,911,50,861
SR-ATAD5,HA1E,12,14042,14042,d1740f23422c024c3ee81d9147e5ba08fcb3493a87ff00fca749a1ecf1f8a3b7,911,50,861
SR-ATAD5,HA1E,13,15042,15042,c2b08a2d13f4566635dcd556d67300f3ac086a88a272c49d0f72976066c4c34f,911,50,861
SR-ATAD5,HA1E,14,16042,16042,e3d44d8a1bdb06f000ea93b77bbf387ecee8d285571b0fdd4c3b85eeaa43a114,911,50,861
SR-ATAD5,HA1E,15,17042,17042,f7f53cc2e78ff5fbd32d31e6f85291316fc9cd2fdee8bdfd94bdfea60fc92d3c,911,50,861
SR-ATAD5,HA1E,16,18042,18042,a9a3437fb626b17d8a259fb20286cf1df02f72ebe0ac1a351d3f06f51fc62847,911,50,861
SR-ATAD5,HA1E,17,19042,19042,a1c6a42cda0944127b76bb15dad9d5bb593f5cfdf7ea2ab9bb61e43e048ad8ad,911,50,861
SR-ATAD5,HA1E,18,20042,20042,beb599f8d82af7a0f28365881be3714c4f7814a6256f104199eac8e4b24435a6,911,50,861
SR-ATAD5,HA1E,19,21042,21042,6458468c99dccec2734d5b6fff69cb6094e89b9902d202d27b442a5806687e39,911,50,861
SR-HSE,HA1E,0,2042,2042,a191834d8a41827c35f1010d1623cb504f00820a6c06348b42f038ae2f8e83fb,814,52,762
SR-HSE,HA1E,1,3042,3042,ee3b6812928493307fd852cbaa7e2cd43d7e1bc1355d38905ee4e172edfc293d,814,52,762
SR-HSE,HA1E,2,4042,4042,0e217a8d11807058bb1dfbc022336caf73764baff3b179318618c36860667420,814,52,762
SR-HSE,HA1E,3,5042,5042,2733924fbb887bbdcaca393192c173cbe9a931bdb113da6b2cb7a56d0706b3ae,814,52,762
SR-HSE,HA1E,4,6042,6042,397ed57e011c4831cccb66483d2885ff9a0b2d04356d39c2c225a7111bd70f37,814,52,762
SR-HSE,HA1E,5,7042,7042,9c547fe7a4baf340bb02bf747c5a5643bbde01e7848994855322eea615ed0775,814,52,762
SR-HSE,HA1E,6,8042,8042,daa805533c134453128df6685ef348726ee20b6837b3035eb06afaa1d317c534,814,52,762
SR-HSE,HA1E,7,9042,9042,c99e3657c950c978e081512b07ab16be86f7e5468bff9234603264fb15b36bd7,814,52,762
SR-HSE,HA1E,8,10042,10042,6c282baf29b6ed59da4b3ecfb10d9ec2f6ac00f6919922430666e3022db8a300,814,52,762
SR-HSE,HA1E,9,11042,11042,310f8753cde20be6663171ce914673eadffbbbab148ec4d555f9878d97e6f89e,814,52,762
SR-HSE,HA1E,10,12042,12043,fdb34e8281235e81ec3e642e3167c6ef965004a9673541109565bdcae46bd602,814,52,762
SR-HSE,HA1E,11,13042,13042,c412b68a71de878e54fe1fc92f1cbf35f2976a3859615700604981d92e28c0b9,814,52,762
SR-HSE,HA1E,12,14042,14042,40addcf2120d733f9c07ace788104cbd08a7bf76905947d9c858cb60103841b6,814,52,762
SR-HSE,HA1E,13,15042,15043,066d51c27a72fc84b52fa7d31d0c825f0b327971d4c780493c94f3eb54800ec7,814,52,762
SR-HSE,HA1E,14,16042,16042,1feb13bbcf56bd71afbae58404c6485e3657528bb3ac6ef64995ba0c24a0ed80,814,52,762
SR-HSE,HA1E,15,17042,17042,df76d58a47236be08daf61da34cb4badb50c31bb56d14ac06ba9001cbaf59fc4,814,52,762
SR-HSE,HA1E,16,18042,18042,eaf8b4c7a543365127d4ff05560af7be8a2888ee13d366073b0be811f54d3fd6,814,52,762
