variant,task,cell,ik,y,n_repeats,mean_probability_chem,mean_probability_bio,mean_delta_probability,n_repeats_exceeding_threshold,effect_threshold,wilcoxon_alternative,wilcoxon_p_value,effect_and_stability_pass,bh_q_value,retained,classification
standardized,NR-AR,HA1E,AUVVAXYIELKVAI,0,20,0.06396635040870215,0.06143858015297321,-0.0025277702557289206,1,-0.02,less,9.5367431640625e-07,False,4.1226545969645185e-06,False,not_retained
standardized,NR-AR,HA1E,AUYYCJSJGJYCDS,0,20,0.06321029975408193,0.06325384743415083,4.3547680068913715e-05,0,-0.02,less,1.0,False,1.0,False,not_retained
standardized,NR-AR,HA1E,AUZONCFQVSMFAP,0,20,0.05357092986599062,0.053602116490427475,3.118662443685541e-05,0,-0.02,less,1.0,False,1.0,False,not_retained
standardized,NR-AR,HA1E,AVOLMBLBETYQHX,0,20,0.04436817419655401,0.044378516202560475,1.0342006006463719e-05,0,-0.02,less,0.9999980926513672,False,1.0,False,not_retained
standardized,NR-AR,HA1E,AXRCEOKUDYDWLF,0,20,0.09269581036186218,0.09261460930160052,-8.120106026166737e-05,0,-0.02,less,9.5367431640625e-07,False,4.1226545969645185e-06,False,not_retained
standardized,NR-AR,HA1E,AZFBLLCNOQPJGJ,0,20,0.07751038153517434,0.07807876852536295,0.0005683869901886116,0,-0.02,less,0.9999332427978516,False,1.0,False,not_retained
standardized,NR-AR,HA1E,AZSNMRSAGSSBNP,0,20,0.07460685048525152,0.07463684944425536,2.9998959003853935e-05,0,-0.02,less,0.00035381317138671875,False,0.0011338414372624578,False,not_retained
standardized,NR-AR,HA1E,BAQCROVBDNBEEB,0,20,0.058346188867355916,0.0581528612717882,-0.00019332759556771572,0,-0.02,less,6.67572021484375e-05,False,0.00023678836659488516,False,not_retained
standardized,NR-AR,HA1E,BBFQZRXNYIEMAW,0,20,0.03849172170368556,0.03849172189241405,1.887284849233506e-10,0,-0.02,less,1.0,False,1.0,False,not_retained
standardized,NR-AR,HA1E,BBMULGJBVDDDNI,1,20,0.06030354468873352,0.06055009930722548,0.0002465546184919697,0,0.05,greater,0.8772563934326172,False,1.0,False,not_retained
standardized,NR-AR,HA1E,BCEHBSKCWLPMDN,0,20,0.04158859569955311,0.04158859618101804,4.81464930077169e-10,0,-0.02,less,1.0,False,1.0,False,not_retained
standardized,NR-AR,HA1E,BCGWQEUPMDMJNV,0,20,0.047588679373523166,0.04756582702933941,-2.2852344183750193e-05,0,-0.02,less,0.0036478042602539062,False,0.0111311674118042,False,not_retained
standardized,NR-AR,HA1E,BDNFQGRSKSQXRI,0,20,0.040066453492209164,0.04158249679806055,0.0015160433058513795,0,-0.02,less,1.0,False,1.0,False,not_retained
standardized,NR-AR,HA1E,BDYYDXJSHYEDGB,0,20,0.040693517648916565,0.04063522723546051,-5.82904134560594e-05,0,-0.02,less,0.17440509796142578,False,0.4746105944524046,False,not_retained
standardized,NR-AR,HA1E,BEZZFPOZAYTVHN,0,20,0.11086721525195534,0.1108452383678564,-2.197688409894816e-05,0,-0.02,less,2.384185791015625e-05,False,8.717507517810435e-05,False,not_retained
standardized,NR-AR,HA1E,BFCDFTHTSVTWOG,0,20,0.041707822288500854,0.04171144783375573,3.625545254869536e-06,0,-0.02,less,0.9999971389770508,False,1.0,False,not_retained
standardized,NR-AR,HA1E,BFPYWIDHMRZLRN,0,20,0.29636634481701984,0.2963663450806576,2.636378476639223e-10,0,-0.02,less,0.9892578125,False,1.0,False,not_retained
standardized,NR-AR,HA1E,BFYIZQONLCFLEV,1,20,0.36884319029615525,0.3728885990239335,0.004045408727778282,1,0.05,greater,9.5367431640625e-07,False,4.1226545969645185e-06,False,not_retained
standardized,NR-AR,HA1E,BGDKAVGWHJFAGW,0,20,0.04282843293701407,0.04287785439568305,4.942145866897521e-05,0,-0.02,less,1.0,False,1.0,False,not_retained
standardized,NR-AR,HA1E,BGNXCDMCOKJUMV,0,20,0.03823164924071243,0.03794206573716454,-0.0002895835035478862,0,-0.02,less,9.5367431640625e-07,False,4.1226545969645185e-06,False,not_retained
standardized,NR-AR,HA1E,BGSOJVFOEQLVMH,1,20,0.42355907072616256,0.4327209013574812,0.009161830631318816,2,0.05,greater,9.5367431640625e-07,False,4.1226545969645185e-06,False,not_retained
standardized,NR-AR,HA1E,BHKPHCKISVSDGV,0,20,0.03678018847714951,0.03678018870092291,2.2377339529977557e-10,0,-0.02,less,1.0,False,1.0,False,not_retained
standardized,NR-AR,HA1E,BHQCQFFYRZLCQQ,0,20,0.2860605588386497,0.28510471737889553,-0.0009558414597542308,0,-0.02,less,0.9997072219848633,False,1.0,False,not_retained
standardized,NR-AR,HA1E,BIDNLKIUORFRQP,0,20,0.043742886320921034,0.043791649693565304,4.876337264427509e-05,0,-0.02,less,1.0,False,1.0,False,not_retained
standardized,NR-AR,HA1E,BIIVYFLTOXDAOV,0,20,0.08042405418700412,0.08023503515913433,-0.0001890190278698002,0,-0.02,less,0.00029277801513671875,False,0.0009838289577468688,False,not_retained
standardized,NR-AR,HA1E,BKRGVLQUQGGVSM,0,20,0.05155996148728605,0.05155996174674112,2.59455058479463e-10,0,-0.02,less,0.9999971389770508,False,1.0,False,not_retained
standardized,NR-AR,HA1E,BKYKPTRYDKTTJY,0,20,0.039480480957652025,0.03936592641989231,-0.00011455453775970555,0,-0.02,less,9.5367431640625e-07,False,4.1226545969645185e-06,False,not_retained
standardized,NR-AR,HA1E,BLCLNMBMMGCOAS,0,20,0.04312961827963618,0.04241105583439582,-0.0007185624452403502,0,-0.02,less,0.9997072219848633,False,1.0,False,not_retained
standardized,NR-AR,HA1E,BLGXFZZNTVWLAY,0,20,0.0856272168322312,0.0855636241656862,-6.359266654499263e-05,0,-0.02,less,0.8255949020385742,False,1.0,False,not_retained
standardized,NR-AR,HA1E,BLJRIMJGRPQVNF,0,20,0.04907664907856018,0.0490766490641046,-1.4455589850137507e-11,0,-0.02,less,0.13867759704589844,False,0.383674685160319,False,not_retained
standardized,NR-AR,HA1E,BLSQLHNBWJLIBQ,0,20,0.03566121720128948,0.03519529332992558,-0.0004659238713639047,0,-0.02,less,9.5367431640625e-07,False,4.1226545969645185e-06,False,not_retained
standardized,NR-AR,HA1E,BLXXJMDCKKHMKV,0,20,0.046610484514394104,0.047271046096295885,0.0006605615819017848,0,-0.02,less,1.0,False,1.0,False,not_retained
standardized,NR-AR,HA1E,BMUKKTUHUDJSNZ,0,20,0.04689782349740001,0.04733155271886281,0.00043372922146278983,0,-0.02,less,1.0,False,1.0,False,not_retained
standardized,NR-AR,HA1E,BNRNXUUZRGQAQC,0,20,0.060712675147062564,0.060800676071027945,8.800092396537701e-05,0,-0.02,less,1.0,False,1.0,False,not_retained
standardized,NR-AR,HA1E,BOBLHFUVNSFZPJ,1,20,0.3745865683893011,0.3745865683800848,-9.21627218986032e-12,0,0.05,greater,0.3780832290649414,False,1.0,False,not_retained
standardized,NR-AR,HA1E,BPEGJWRSRHCHSN,0,20,0.041010201513816825,0.04122541423705102,0.0002152127232341941,0,-0.02,less,1.0,False,1.0,False,not_retained
standardized,NR-AR,HA1E,BPICBUSOMSTKRF,0,20,0.032276271344081536,0.032941116314610726,0.0006648449705291949,0,-0.02,less,1.0,False,1.0,False,not_retained
standardized,NR-AR,HA1E,BPLBGHOLXOTWMN,0,20,0.04340954937766732,0.04335268848444038,-5.686089322694023e-05,0,-0.02,less,0.9992837905883789,False,1.0,False,not_retained
standardized,NR-AR,HA1E,BPZSYCZIITTYBL,0,20,0.05122345630271913,0.05062203394241145,-0.0006014223603076696,0,-0.02,less,9.5367431640625e-07,False,4.1226545969645185e-06,False,not_retained
standardized,NR-AR,HA1E,BQJODPIMMWWMFC,0,20,0.04394019238537775,0.04418686605575602,0.0002466736703782793,0,-0.02,less,1.0,False,1.0,False,not_retained
standardized,NR-AR,HA1E,BQSJTQLCZDPROO,1,20,0.06259938814804458,0.06279984632212227,0.00020045817407767508,0,0.05,greater,1.9073486328125e-06,False,7.684948374924151e-06,False,not_retained
standardized,NR-AR,HA1E,BSYNRYMUTXBXSQ,0,20,0.03799043484540799,0.038077864394227556,8.742954881957448e-05,0,-0.02,less,0.9999990463256836,False,1.0,False,not_retained
standardized,NR-AR,HA1E,BTFMCMVEUCGQDX,0,20,0.05538921799467287,0.05538921872879159,7.341187241438618e-10,0,-0.02,less,1.0,False,1.0,False,not_retained
standardized,NR-AR,HA1E,BUJAGSGYPOAWEI,0,20,0.03436525590737743,0.03428045640226506,-8.479950511237466e-05,0,-0.02,less,1.811981201171875e-05,False,6.654621225542727e-05,False,not_retained
standardized,NR-AR,HA1E,BUXRLJCGHZZYNE,0,20,0.040111055507873555,0.04021553857530968,0.00010448306743611607,0,-0.02,less,0.9999866485595703,False,1.0,False,not_retained
standardized,NR-AR,HA1E,BVMYCHKQPGEOSI,0,20,0.048152938488339056,0.04851192738625454,0.0003589888979154809,0,-0.02,less,1.0,False,1.0,False,not_retained
standardized,NR-AR,HA1E,BVPWJMCABCPUQY,0,20,0.04644033449313676,0.046415801760800436,-2.4532732336319044e-05,0,-0.02,less,0.06636333465576172,False,0.18671717886197364,False,not_retained
standardized,NR-AR,HA1E,BWPIARFWQZKAIA,0,20,0.0507712956592451,0.05077129563428495,-2.4960144714980538e-11,0,-0.02,less,0.19418811798095703,False,0.5267194049810272,False,not_retained
standardized,NR-AR,HA1E,BYJAVTDNIXVSPW,0,20,0.034802996214391764,0.03475387959971175,-4.911661468002086e-05,0,-0.02,less,0.9997072219848633,False,1.0,False,not_retained
standardized,NR-AR,HA1E,BYPFEZZEUUWMEJ,0,20,0.04808085125657492,0.04823467799504334,0.00015382673846842007,0,-0.02,less,1.0,False,1.0,False,not_retained
standardized,NR-AR,HA1E,BZMKNPGKXJAIDV,0,20,0.06946274039115372,0.06966049180692899,0.00019775141577528592,0,-0.02,less,1.0,False,1.0,False,not_retained
standardized,NR-AR,HA1E,CAJIGINSTLKQMM,0,20,0.04402295254320943,0.04399596890298516,-2.6983640224274504e-05,0,-0.02,less,1.811981201171875e-05,False,6.654621225542727e-05,False,not_retained
standardized,NR-AR,HA1E,CBEQULMOCCWAQT,0,20,0.04073543142524837,0.040700578656256016,-3.4852768992355705e-05,0,-0.02,less,0.762547492980957,False,1.0,False,not_retained
standardized,NR-AR,HA1E,CBPJQFCAFFNICX,0,20,0.050010716684806236,0.050010717299672845,6.148666163025007e-10,0,-0.02,less,1.0,False,1.0,False,not_retained
standardized,NR-AR,HA1E,CBQGYUDMJHNJBX,0,20,0.040043399333761005,0.040043399898816744,5.650557344943907e-10,0,-0.02,less,1.0,False,1.0,False,not_retained
standardized,NR-AR,HA1E,CDOZDBSBBXSXLB,0,20,0.044027809488526394,0.04339325118710359,-0.00063455830142281,0,-0.02,less,0.1558971405029297,False,0.4284590285345419,False,not_retained
standardized,NR-AR,HA1E,CEBYCSRFKCEUSW,0,20,0.06999077110225019,0.06999077124348071,1.4123052519132706e-10,0,-0.02,less,0.9999332427978516,False,1.0,False,not_retained
standardized,NR-AR,HA1E,CEMAWMOMDPGJMB,0,20,0.03484956348060147,0.03481064642640443,-3.891705419703413e-05,0,-0.02,less,0.07145309448242188,False,0.19968373205525305,False,not_retained
standardized,NR-AR,HA1E,CEUORZQYGODEFX,0,20,0.04110834531228873,0.04243610533448368,0.0013277600221949504,0,-0.02,less,1.0,False,1.0,False,not_retained
standardized,NR-AR,HA1E,CGIGDMFJXJATDK,0,20,0.06629425097019719,0.06632143821703337,2.718724683620985e-05,0,-0.02,less,1.0,False,1.0,False,not_retained
standardized,NR-AR,HA1E,CJGYSWNGNKCJSB,0,20,0.04884716762210327,0.04929211258497869,0.0004449449628754147,0,-0.02,less,0.9963521957397461,False,1.0,False,not_retained
standardized,NR-AR,HA1E,CJOFXWAVKWHTFT,0,20,0.04061643509500987,0.04040452020331488,-0.00021191489169498993,0,-0.02,less,9.5367431640625e-07,False,4.1226545969645185e-06,False,not_retained
standardized,NR-AR,HA1E,CMHHMUWAYWTMGS,0,20,0.04180612998406386,0.041893600692964536,8.747070890067522e-05,0,-0.02,less,1.0,False,1.0,False,not_retained
standardized,NR-AR,HA1E,CMWTZPSULFXXJA,0,20,0.04097479057679741,0.041485903962877005,0.0005111133860795997,0,-0.02,less,1.0,False,1.0,False,not_retained
standardized,NR-AR,HA1E,CNPVJJQCETWNEU,0,20,0.04450675356014216,0.044506753688021934,1.2787976164108094e-10,0,-0.02,less,0.9998025894165039,False,1.0,False,not_retained
standardized,NR-AR,HA1E,COVZYZSDYWQREU,0,20,0.03366144620229202,0.03377630517646281,0.00011485897417077943,0,-0.02,less,0.9999990463256836,False,1.0,False,not_retained
standardized,NR-AR,HA1E,CPJSUEIXXCENMM,0,20,0.04099695940007624,0.041196867221543226,0.0001999078214669752,0,-0.02,less,1.0,False,1.0,False,not_retained
standardized,NR-AR,HA1E,CPTBDICYNRMXFX,0,20,0.038196536243701576,0.038352861896045795,0.0001563256523442247,0,-0.02,less,1.0,False,1.0,False,not_retained
standardized,NR-AR,HA1E,CPZBLNMUGSZIPR,0,20,0.041983475497746545,0.04243937343798078,0.0004558979402342296,0,-0.02,less,1.0,False,1.0,False,not_retained
standardized,NR-AR,HA1E,CUHVIMMYOGQXCV,0,20,0.0372096391985315,0.037209639601973245,4.034417452891681e-10,0,-0.02,less,1.0,False,1.0,False,not_retained
standardized,NR-AR,HA1E,CUIHSIWYWATEQL,0,20,0.052362541675106636,0.05241569169298049,5.3150017873860796e-05,0,-0.02,less,0.9999904632568359,False,1.0,False,not_retained
standardized,NR-AR,HA1E,CURUTKGFNZGFSE,0,20,0.04869445826196801,0.04869445852660241,2.646344050144522e-10,0,-0.02,less,1.0,False,1.0,False,not_retained
standardized,NR-AR,HA1E,CVXBEEMKQHEXEN,0,20,0.03572153886320153,0.034991044923801305,-0.0007304939394002357,0,-0.02,less,9.5367431640625e-07,False,4.1226545969645185e-06,False,not_retained
standardized,NR-AR,HA1E,CWRVKFFCRWGWCS,0,20,0.03287196520689904,0.03224601935185972,-0.0006259458550393158,0,-0.02,less,9.5367431640625e-07,False,4.1226545969645185e-06,False,not_retained
standardized,NR-AR,HA1E,CXOFVDLJLONNDW,0,20,0.10399875122228017,0.10401950437865155,2.07531563713656e-05,0,-0.02,less,0.9336366653442383,False,1.0,False,not_retained
standardized,NR-AR,HA1E,CYXKNKQEMFBLER,0,20,0.03925303798332909,0.03706132537771984,-0.0021917126056092387,1,-0.02,less,9.5367431640625e-07,False,4.1226545969645185e-06,False,not_retained
standardized,NR-AR,HA1E,CZFFBEXEKNGXKS,0,20,0.0523471536770617,0.051643401517539565,-0.0007037521595221405,0,-0.02,less,0.9996461868286133,False,1.0,False,not_retained
standardized,NR-AR,HA1E,CZIHNRWJTSTCEX,0,20,0.04252078224775746,0.042520781724149456,-5.236080003606647e-10,0,-0.02,less,9.5367431640625e-07,False,4.1226545969645185e-06,False,not_retained
standardized,NR-AR,HA1E,DBABZHXKTCFAPX,1,20,0.04014173112695282,0.04013836781791732,-3.3633090354992513e-06,0,0.05,greater,0.007656097412109375,False,0.022614095558899577,False,not_retained
standardized,NR-AR,HA1E,DBEPLOCGEIEOCV,0,20,0.34530013609023336,0.3439398746219277,-0.0013602614683056041,0,-0.02,less,9.5367431640625e-07,False,4.1226545969645185e-06,False,not_retained
standardized,NR-AR,HA1E,DCOPUUMXTXDBNB,0,20,0.033555928323539125,0.033555928769965784,4.4642665484456725e-10,0,-0.02,less,1.0,False,1.0,False,not_retained
standardized,NR-AR,HA1E,DCSUBABJRXZOMT,0,20,0.0470947578242298,0.04709475799348604,1.692562302119116e-10,0,-0.02,less,1.0,False,1.0,False,not_retained
standardized,NR-AR,HA1E,DDNCQMVWWZOMLN,0,20,0.078229587292093,0.0782730075259936,4.3420233900590134e-05,0,-0.02,less,1.0,False,1.0,False,not_retained
standardized,NR-AR,HA1E,DDUHZTYCFQRHIY,0,20,0.1110300158543184,0.11083082189988294,-0.00019919395443548024,0,-0.02,less,0.031861305236816406,False,0.09150478666628933,False,not_retained
standardized,NR-AR,HA1E,DEQITUUQPICUMR,0,20,0.07605156040791805,0.07591319901169043,-0.00013836139622761464,0,-0.02,less,0.002429962158203125,False,0.0074976527557940285,False,not_retained
standardized,NR-AR,HA1E,DERZBLKQOCDDDZ,0,20,0.05490599484467747,0.054905995293796694,4.491192199390648e-10,0,-0.02,less,1.0,False,1.0,False,not_retained
standardized,NR-AR,HA1E,DFBKLUNHFCTMDC,0,20,0.08108394688127542,0.08084111748775974,-0.00024282939351569498,0,-0.02,less,9.5367431640625e-07,False,4.1226545969645185e-06,False,not_retained
standardized,NR-AR,HA1E,DFPAKSUCGFBDDF,0,20,0.03529064844382669,0.035350622322524144,5.997387869744984e-05,0,-0.02,less,1.0,False,1.0,False,not_retained
standardized,NR-AR,HA1E,DGMPVYSXXIOGJY,0,20,0.03584873699206897,0.035900329764987526,5.1592772918565566e-05,0,-0.02,less,1.0,False,1.0,False,not_retained
standardized,NR-AR,HA1E,DHSSDEDRBUKTQY,0,20,0.043970532107171015,0.04228908705429545,-0.0016814450528755645,1,-0.02,less,9.5367431640625e-07,False,4.1226545969645185e-06,False,not_retained
standardized,NR-AR,HA1E,DJBNUMBKLMJRSA,0,20,0.040171492274457356,0.04017149244816367,1.73706309405941e-10,0,-0.02,less,0.9999990463256836,False,1.0,False,not_retained
standardized,NR-AR,HA1E,DJDSLBVSSOQSLW,0,20,0.03429791126222092,0.034113933516009935,-0.00018397774621097904,0,-0.02,less,9.5367431640625e-07,False,4.1226545969645185e-06,False,not_retained
standardized,NR-AR,HA1E,DJHCCTTVDRAMEH,1,20,0.36308408109642343,0.36308408608845977,4.992036323203664e-09,0,0.05,greater,9.5367431640625e-07,False,4.1226545969645185e-06,False,not_retained
standardized,NR-AR,HA1E,DKGZKTPJOSAWFA,0,20,0.07373793394474235,0.07372446727868094,-1.346666606140169e-05,0,-0.02,less,0.9997072219848633,False,1.0,False,not_retained
standardized,NR-AR,HA1E,DKLKMKYDWHYZTD,0,20,0.03532083686151129,0.03532083542434489,-1.4371664051535116e-09,0,-0.02,less,9.5367431640625e-07,False,4.1226545969645185e-06,False,not_retained
standardized,NR-AR,HA1E,DKMFBWQBDIGMHM,0,20,0.04361883119685494,0.04335792773622367,-0.00026090346063125936,0,-0.02,less,0.9997072219848633,False,1.0,False,not_retained
standardized,NR-AR,HA1E,DKNWSYNQZKUICI,0,20,0.07650839140016577,0.07650839134771958,-5.244619460942346e-11,0,-0.02,less,0.01811695098876953,False,0.05257716545691857,False,not_retained
standardized,NR-AR,HA1E,DKYWVDODHFEZIM,0,20,0.044287193482905475,0.04418172296781746,-0.00010547051508802036,0,-0.02,less,9.5367431640625e-07,False,4.1226545969645185e-06,False,not_retained
standardized,NR-AR,HA1E,DMDGGSIALPNSEE,0,20,0.04639440490934235,0.046645282610190644,0.0002508777008482906,0,-0.02,less,1.0,False,1.0,False,not_retained
standardized,NR-AR,HA1E,DMJWENQHWZZWDF,0,20,0.04994614849924346,0.049985920164583114,3.977166533964925e-05,0,-0.02,less,1.0,False,1.0,False,not_retained
standardized,NR-AR,HA1E,DMZCCFMMPHJWQY,0,20,0.3755900789086443,0.37559007650468396,-2.4039603363501527e-09,0,-0.02,less,3.147125244140625e-05,False,0.00011406611146885235,False,not_retained
standardized,NR-AR,HA1E,DNIAPMSPPWPWGF,0,20,0.05365808611845391,0.05327814088799356,-0.00037994523046034484,0,-0.02,less,9.5367431640625e-07,False,4.1226545969645185e-06,False,not_retained
standardized,NR-AR,HA1E,DNTGGZPQPQTDQF,0,20,0.04239471083161851,0.04299129590207489,0.0005965850704563954,0,-0.02,less,1.0,False,1.0,False,not_retained
standardized,NR-AR,HA1E,DNTSIBUQMRRYIU,0,20,0.04321607733900838,0.043216077388794724,4.978632853203102e-11,0,-0.02,less,0.9430065155029297,False,1.0,False,not_retained
standardized,NR-AR,HA1E,DNXHEGUUPJUMQT,1,20,0.31231352710358096,0.31231352920138333,2.0978023346218677e-09,0,0.05,greater,9.5367431640625e-07,False,4.1226545969645185e-06,False,not_retained
standardized,NR-AR,HA1E,DOMXUEMWDBAQBQ,0,20,0.03516313928603911,0.035525187056809716,0.00036204777077060055,0,-0.02,less,1.0,False,1.0,False,not_retained
standardized,NR-AR,HA1E,DOUYETYNHWVLEO,0,20,0.039813087284320085,0.03988591053817622,7.282325385613089e-05,0,-0.02,less,0.9997587203979492,False,1.0,False,not_retained
standardized,NR-AR,HA1E,DPWPWRLQFGFJFI,0,20,0.041046354488764834,0.04095077487322106,-9.557961554376924e-05,0,-0.02,less,2.86102294921875e-06,False,1.1201174754016804e-05,False,not_retained
standardized,NR-AR,HA1E,DQCKKXVULJGBQN,0,20,0.1747032355169284,0.17495155292902134,0.00024831741209293266,0,-0.02,less,1.0,False,1.0,False,not_retained
standardized,NR-AR,HA1E,DQMZLTXERSFNPB,0,20,0.11806592070136815,0.11806592092242771,2.2105957134255227e-10,0,-0.02,less,0.999995231628418,False,1.0,False,not_retained
standardized,NR-AR,HA1E,DRZXDZYWZSKFDL,0,20,0.054667475025054924,0.05392668712381275,-0.0007407879012421605,0,-0.02,less,9.5367431640625e-07,False,4.1226545969645185e-06,False,not_retained
standardized,NR-AR,HA1E,DTOSIQBPPRVQHS,0,20,0.03573819379604376,0.03587073335079579,0.0001325395547520397,0,-0.02,less,1.0,False,1.0,False,not_retained
standardized,NR-AR,HA1E,DUEPRVBVGDRKAG,0,20,0.039439415154702985,0.03965419459675972,0.00021477944205673427,0,-0.02,less,1.0,False,1.0,False,not_retained
standardized,NR-AR,HA1E,DUHUCHOQIDJXAT,0,20,0.3639868692055264,0.36398687141787117,2.2123447906974293e-09,0,-0.02,less,1.0,False,1.0,False,not_retained
standardized,NR-AR,HA1E,DURULFYMVIFBIR,0,20,0.04198443212685033,0.0419859280443312,1.4959174808704124e-06,0,-0.02,less,1.0,False,1.0,False,not_retained
standardized,NR-AR,HA1E,DXGLGDHPHMLXJC,0,20,0.048102456257966456,0.0479032874979157,-0.0001991687600507542,0,-0.02,less,9.5367431640625e-07,False,4.1226545969645185e-06,False,not_retained
