ik,NR-AR_chem_logit,NR-AR-LBD_chem_logit,NR-AhR_chem_logit,NR-Aromatase_chem_logit,NR-ER_chem_logit,NR-ER-LBD_chem_logit,NR-PPAR-gamma_chem_logit,SR-ARE_chem_logit,SR-ATAD5_chem_logit,SR-HSE_chem_logit,SR-MMP_chem_logit,SR-p53_chem_logit
AKJHMTWEGVYYSE,-1.5056058771362109,-1.9235027132734084,-1.4330286207148002,-0.8833793848470484,-0.5472505184845401,-0.79536071266475,-1.0467470978257771,-1.2585578417848249,-1.0281101325140796,-0.7267969199704404,-1.3628883825145555,-1.033898365566953
AKNNEGZIBPJZJG,-1.620343542425702,-1.8773491537920939,0.5506616713080174,-0.6811055009611707,-0.4508020428131989,-0.7941289363336408,-0.9879254458125308,-0.2955223942986292,-0.9369659792876679,-0.3288249637774749,-0.014157360646462454,-0.5962751168311899
ALLWOAVDORUJLA,-1.547366678409902,-1.735764163124603,-1.3449195785508157,-0.9937648900978047,-0.7498595323426213,-0.7950317607525846,-1.0197866888098106,-0.6173743883711249,-1.1341039835165587,-0.618175679762959,-0.9460931277210607,-1.1895400104557003
ALWKGYPQUAPLQC,-1.7070969743476818,-1.8786715641971141,1.1311371149402227,-0.3742263083069828,-0.29842656378506693,-0.6116963147594454,-0.8581926739107394,-0.11980675008071198,-0.5778532579051847,-0.17046838965069197,0.09566413054931816,-0.5556826569768955
AMDBBAQNWSUWGN,-1.6357507042300496,-1.959398955041794,-0.08213488042505708,-0.5527591095386747,-0.3552511511362698,-0.8563679438117385,-0.9456107103045206,-0.21479630867510732,-0.5209390813236376,0.014963981309819905,-0.07466904015184793,-0.862003013193371
ANGKOCUUWGHLCE,-1.6479879099891592,-1.8689897313586146,-0.9600711095131809,-0.4840900624447647,-0.8037496767433505,-0.8255235701530514,-1.1071958596688642,-0.9607261692537881,-1.1099324045812629,-0.35043912992790405,-1.4800638092266152,-1.0842408032726054
ANMLJLFWUCQGKZ,-1.5715340851355797,-1.839612921146101,-1.4140658598603293,-0.6147672832306079,-0.2509905149074713,-0.518802610647771,-0.9853386324216262,-0.8425960216221529,-1.3152478259095721,-0.36960474615182326,-0.8378088368688796,-1.1674297591556837
ANTSCNMPPGJYLG,-1.7959146599738884,-1.94144713414181,0.6651808971674642,-0.5842481607534346,-0.44297898097333877,-0.6288105396418591,-0.8524141234580734,-0.06352335164900805,-0.7946446816581192,-0.18238541852194542,-0.5571262880365454,-0.9166971637706336
ANZXOIAKUNOVQU,-1.5594200149690425,-1.8673314308312214,-0.7064987287256825,-0.885398808855474,-0.7479791832391598,-0.7608131944248978,-0.9155569905664743,-0.6667320321912354,-1.14952666237266,-0.7759112909823758,-0.8487275413522934,-0.621444087227741
AOCCBINRVIKJHY,-1.5949921561006322,-1.8296850119760801,-1.628588458987368,-0.9914620364149227,-0.7408664457209797,-0.8921658289054148,-1.0017977491979382,-0.9509445659997718,-1.3051317439554122,-0.6486065815491884,-1.4153299860926334,-1.3962463105134777
AOXRBFRFYPMWLR,-1.6349329164382087,-1.9792977228023998,-1.111640118291798,-1.0031968560704974,-0.6615748658546271,-0.8805998083853221,-1.0526774631778493,-1.2244960054522698,-0.8408331948343929,-0.6582782875022997,-1.404049327029857,-1.0044937653108865
APGDTXUMTIZLCJ,-1.7321283947138386,-1.9143897408450525,-0.8242613775544141,-0.7837598466979112,-0.24773480577814677,-0.5277989484298862,-1.036228674598692,-1.0910387727516533,-1.1200716793341783,-0.45504712054453067,-0.9869921324128925,-1.1642321834823939
APKFDSVGJQXUKY,-1.6339207364391737,-1.9163023827410515,-0.18752290811315608,-0.7608900430533553,-0.5982535938236537,-0.6889565605588175,-0.9350692649707365,-6.08884649440812e-07,-1.1676001459451673,-0.5278880784146303,0.4193092827066924,-0.9687647128787532
AQCHWTWZEMGIFD,-1.5546336618132464,-1.898992378825553,-0.8925560536999824,-0.8596527355053515,-0.3681075562557225,-0.6064059124518748,-0.973146827161709,-1.0006872583181525,-1.0842087190841339,-0.4543443250201481,-1.0147310934829181,-0.59496487942411
AQHHHDLHHXJYJD,-1.7611775749229706,-1.9842158779698946,0.4846453974941041,-0.6833491717797986,0.44275637225295694,-0.5742708891690697,-0.9314679579162713,-0.38917142479510136,-0.9066222253897733,0.17491556942681516,0.18142880416533674,-0.7665014815010318
AQIXAKUUQRKLND,-1.758198767697886,-1.9324064248893416,-1.3120162375692328,-1.1287977215914697,-0.8464318722526549,-0.8475764790679966,-0.9691306232738457,-0.8461572977555238,-1.3411732372689398,-0.5295597179647612,-1.1261509939015277,-1.3303928539170569
AQNDDEOPVVGCPG,-1.8352136094281055,-1.9871678982145948,-0.071642311632458,-0.8258173944809845,-0.488110877414906,-0.8533569046053582,-0.8582796385639773,-0.5028520728576062,-0.9731533394646166,-0.24455015849072634,-0.5542020652285621,-0.8157498474005305
ARFHIAQFJWUCFH,-1.5642082125669803,-1.9146242427767404,-0.31613215686854806,-0.5460833677308059,-0.03775697217327663,-0.7630982428028499,-0.9545009974899041,-0.7552927690428339,-1.2018143768057743,-0.6238435982689141,-0.6176250131578054,-1.0915519493274062
ARSRBNBHOADGJU,-1.5681928227803557,-1.8181810165092847,-0.4901652596087829,-0.6698961971196438,-0.432233685390557,-0.780066296859266,-0.8919055148749429,-0.7423410600043583,-0.7638010331516929,-0.5077246536849023,-1.3467064193390221,-0.9254159440847671
ASUTZQLVASHGKV,-1.6409566898484598,-1.9420825670150386,-0.4790674679388049,-1.0031152577942746,-0.01728756501681721,-0.714723902273611,-0.5154125204308748,-0.75119594374816,-0.9564129484640651,-0.46753322991213686,-0.6068776638534183,-0.9009865476310017
ASWVTGNCAZCNNR,-1.5404795218777307,-1.8366982937924279,-1.0783148695787965,-0.9279643955470576,-0.6409118522572359,-0.6978924193092466,-0.8542127080926374,-0.45944496108906563,-1.1384223120707275,-0.6806295355683671,-1.0300093668753219,-0.8006258980251145
ATCGGEJZONJOCL,-1.617747922212148,-1.983657699380756,-0.92010017307427,-1.0300992860453835,-0.4715396588682545,-0.8352186612162672,-1.0686565337693577,-0.9865945259480353,-1.0484929058674723,-0.6218492109235678,-0.7490692646756137,-1.0620912295254012
AUNGANRZJHBGPY,-1.6465904578410948,-1.9572016389162308,-1.0767802969487237,-1.0231800484476865,-0.5239426970027323,-0.8190432198261309,-1.041106964942271,-1.0293205751850087,-1.1087141766633288,-0.5738950271692559,-0.7840008819865537,-1.0122944991113636
AUVVAXYIELKVAI,-1.5486460119096637,-1.9242351931503787,-0.7455044422852085,-1.0571766357970627,-0.5754808142175746,-0.7466574132556987,-1.0653469835063554,-0.8163672631266121,-0.9487610294250175,-0.05863783368178943,-0.28394907776487244,-1.1109772285959276
AUYYCJSJGJYCDS,-1.5876938383350505,-1.9633632021006737,-0.9293193703098277,-0.9320751103622199,-0.517554969223262,-0.7702235733728404,-1.0737024189944868,-1.1705194055083121,-1.0111384135216164,-0.6786992339309367,-1.4732579676890247,-0.7024187423132182
AUZONCFQVSMFAP,-1.6155924807205038,-1.881273658238067,-0.7183632506770768,-1.0097244830410996,-0.3949852453316587,-0.6948973830907205,-0.7522343598457552,-0.9630497602214088,-1.1694282524008828,-0.5844246917750988,-0.847573645150459,-0.9476725865779476
AVKUERGKIZMTKX,-1.6434864619257679,-1.9597715245846337,-0.18363949629112622,-0.5658103354823192,-0.7092137641760736,-0.8327854777990203,-1.0417518133419241,-1.0252774899580166,-1.041747186774924,-0.7116314030711949,-0.5772170616780101,-0.7850015140172513
AVOLMBLBETYQHX,-1.7169723622751465,-1.9590505560580742,-0.4577136121753873,-0.9618921874130721,-0.8207842907917543,-0.9701713986274967,-1.157538828749783,-0.9601002032109066,-0.9829581127986835,-0.6803688502334144,-1.3200124476672863,-1.0529089393982725
AXKPFOAXAHJUAG,-1.763833343257817,-2.013513410963251,-0.6975774200092398,-0.9285517003548691,-0.4297369774750833,-0.9648645274781575,-1.038262203276054,-0.9249754214061561,-1.172606743240938,-0.4458199303999364,-1.0385432033619484,-1.1852082350423452
AXRCEOKUDYDWLF,-1.5024525904247163,-1.6163533557962386,-0.8714327102971469,-0.7245839864056265,-0.6145188518734581,-0.7759153073841369,-0.5287003173246574,-0.21699829622408012,-0.6287460124535744,-0.4740654508302484,-0.7915600539904059,-0.6387770284703347
AYIRNRDRBQJXIF,-1.5059326220962532,-1.6363230913893383,-0.9262263311548364,-0.724612483659978,-0.587284395629708,-0.6401095221284817,-0.5726610187779175,-0.12030354200501958,-0.7520020040766663,0.11297797856555088,-0.7358488477153017,-0.8291344117582101
AZFBLLCNOQPJGJ,-1.701989678348479,-1.9280098099705216,-1.036658367357906,-0.84130678759654,-0.42363949897173336,-0.811405175377799,-1.0887907140320998,-1.2795188764370444,-1.1991671629839398,-0.6143937027780871,-1.222271252605136,-1.2930539321096324
AZSNMRSAGSSBNP,-1.7588951174546485,-1.9702316047177968,-0.2910554271393766,-0.8551938653067184,-0.6654154479273005,-0.8091073378404915,-0.9473973862788925,-0.7975915642193714,-1.1110325737346896,-0.497059958821549,-0.9928667996726444,-1.0999405483263058
BAFKRPOFIYPKBQ,-1.4185362558454881,-1.716808001515221,0.4020720813664395,-0.6917427488129532,-0.22654204216201543,-0.17524078672553572,-0.8316547949752273,0.03423406854673466,-0.34312509941992764,-0.39582430480622016,-0.2290854615474729,-0.23972839413724514
BAMTVATUENLIOP,-1.7221151277203846,-1.9488286618760056,0.07351831082742452,-0.5022406484531038,0.07580971558443446,-0.5312274855914089,-0.910655501795466,-0.39881444398536686,-0.9315755360553205,-0.3076273009128998,0.025062272940012315,-0.8810927085784579
BAQCROVBDNBEEB,-1.6632760812641163,-1.9792776444048104,-1.0744357679566008,-1.0376069744209329,-0.5721645039288216,-0.8239522960999802,-1.0293230369034387,-1.0130512772650078,-1.018691479445795,-0.6088782915151955,-0.8438840518117087,-1.0280082783760047
BAWFJGJZGIEFAR,-1.5970401848706666,-1.95722514525997,-1.176523642114131,-1.263924086880682,-0.9071138635044638,-0.9836202936841915,-1.0632348060362624,-1.1377350245790745,-1.249186931747924,-0.6384035515502391,-1.289800606592361,-1.4129059755979105
BBFQZRXNYIEMAW,-1.6550397950979703,-1.9509808626726572,-0.043364799655305195,-1.1380160986477366,-0.4152524267010736,-0.7000149035404021,-0.8765202805624017,-0.7353126904471831,-0.6801748385172295,-0.5914791467126513,-0.7974743143818714,-0.8175321886395504
BBMULGJBVDDDNI,-1.5187926039072366,-1.8817364226938673,-1.234474214861655,-0.6299647879934859,-0.5159403400859979,-0.5793514417656986,-1.009350899997926,-0.07878700134324743,-1.0603009360231874,-0.16297482523490403,-0.2516620550562005,-0.9407210380030279
BCEHBSKCWLPMDN,-1.7348705797119308,-1.9912529974437125,-0.1790296512903546,-0.8574326680106766,-0.8432449177707563,-0.9733432974918084,-1.076481000404133,-1.0552179464386595,-1.0723014332018026,-0.4813320394006735,-1.1397610821490964,-1.0908115627481496
BCFGMOOMADDAQU,-1.6428876261794487,-1.9415860315960247,-1.2472514634484335,-0.9929383513687451,-0.061875540357625394,-0.6907675096303578,-0.9433418348545357,-0.8803651709422025,-1.2469431963008721,-0.17030602564689537,-0.9902461341415314,-1.4281809879730074
BCGWQEUPMDMJNV,-1.509234334192342,-1.943557965367018,-0.7371094958276314,-0.665196102609376,-0.47407793184544644,-0.781398436481634,-1.0777560364986005,-0.8964805423309818,-1.0557142152621206,-0.6441128341920671,-1.014953697996763,-0.9550561914949497
BDNFQGRSKSQXRI,-1.7568767454697065,-2.0215336298010076,-1.0615672387549568,-1.1627362918280577,-0.8186582023616795,-0.9717406399851336,-1.0445299945346163,-1.128228678287155,-1.2440691140477047,-0.3597534810383214,-1.2390169087109197,-1.4679380787353504
BDYYDXJSHYEDGB,-1.5122626828977739,-1.7238655208815452,-0.5579548540942896,-0.785348155737738,-0.6377594443299399,-0.29683674014676054,-0.9624314439989792,-0.023789006935284972,-0.8605342689076666,-0.5396684433998191,0.010145571297819124,-0.7977400026607425
BEZZFPOZAYTVHN,-1.7522184876320086,-1.9807928325224964,-1.514874198357242,-1.1781812494870916,-0.9727758873728156,-1.0280865592379402,-1.1088217084157201,-1.3234829651760769,-1.3651015456982647,-0.7408648339582045,-1.3026232552227126,-1.645349432572237
BFCDFTHTSVTWOG,-1.4547000803227588,-1.9527470960816569,-0.7927668143216715,-1.0415102795682603,-0.37065757207676775,-0.7710935974101488,-1.0795880303044585,-1.0097433049789195,-0.8559905119320307,-0.23873090112311182,-0.7699125521542299,-0.9719063144697919
BFPSDSIWYFKGBC,-1.6335129052485982,-1.971378517809875,-0.7481402063992519,-1.0197560131190104,-0.7162588791678349,-0.9223324925188383,-1.0865978913266203,-1.101849523205059,-0.8575011750825416,-0.6675037794986031,-1.2089962895023487,-0.9127833350300698
BFPYWIDHMRZLRN,-1.7564946315125634,-2.0010425155303673,-0.1103645759083538,-1.0166569226969715,-0.6321021491506673,-0.8934020919050322,-1.08015253668836,-0.9624410444198344,-1.1957704740745563,-0.6499674238704374,-0.7957110595628674,-0.9014540220501026
BFUJHVVEMMWLHC,-1.492705691988319,-1.7753108360624232,-0.24187704311610364,-0.6399659056774177,-0.32188253406437606,-0.7492218843984368,-0.9766343790274171,-0.6256908604127732,-1.3400626150582324,-0.6351809296365929,-0.6685940900145136,-0.9638059507729634
BFYIZQONLCFLEV,-1.6907969307554054,-1.9726963648133273,-0.3226401676785975,-1.0291889261209095,-0.44857014947763546,-0.6366839905179958,-0.9790280290360441,-0.49314996165345437,-0.8848346445789471,-0.43659961085947124,-0.524386416268863,-0.8612773467968522
BGDKAVGWHJFAGW,-1.6633238938324986,-1.9987069164693816,-0.05751441821688001,-0.9590673043561609,-0.4333023829948854,-0.8752112190861596,-1.0414691742009838,-0.7051197471106695,-0.7192782792402644,-0.34732446848150855,-0.42172815556966475,-0.9546582950365172
BGNXCDMCOKJUMV,-1.7180296857169903,-2.02805943180618,-0.011388795408428996,-0.8825562970866182,-0.398832614354237,-0.9666452361952049,-1.053924048724166,-0.9670127362906831,-0.9203121945792123,-0.2923207554953061,-0.4784955464114602,-1.2431590735863085
BGRJTUBHPOOWDU,-1.634195809920361,-1.9596222151202083,-1.0211920972394286,-0.8503265177022657,-0.3403235854863699,-0.7473438671904159,-0.8466893894950049,-0.9046644655763358,-1.3623778069334522,-0.41471664692758975,-0.804312338756268,-1.1619831441172714
BGSOJVFOEQLVMH,-1.5612235279816964,-1.8945751336401664,-0.9714830684021576,-0.7739478239952498,-0.3419077265078194,-0.801430514734408,-1.0689116432804533,-1.260823541078082,-1.201546284904354,-0.5899143953420285,-1.033039825906898,-1.196970241069371
BGSZAXLLHYERSY,-1.710854919782348,-1.9637734451999267,-0.1744340461578977,-0.9628066496608809,-0.5402104238671082,-0.908146284758872,-0.9990089346544707,-0.8140634873884257,-0.9416531849873756,-0.3640315935952514,-0.718972343143664,-0.9483567945471467
BGYJFSXPRMOZJK,-1.7391146443340695,-1.9587156323307982,-0.6583805613730304,-1.056440597223731,-0.7256995761117095,-0.9178768605190907,-1.0975110042208676,-1.0823584423123254,-1.1365436252030545,-0.6029609944006972,-1.1252507743438591,-1.0844940037597282
BHKPHCKISVSDGV,-1.5707071017447531,-1.8963978845661276,-1.1656912527020364,-0.23538605734906992,-0.4751258722157252,-0.8724081320857964,-1.0136055957409487,-0.39742944154656346,-1.2599367767860947,-0.2866256654857206,0.07435771818239345,-0.8403883770913478
BHQCQFFYRZLCQQ,-1.5700346625914738,-1.9321622630455866,-0.7674720042347182,-0.9288506576212553,-0.4274919482232162,-0.7058969108863933,-1.0565424429368635,-1.0521484892010056,-1.0735651740583885,-0.6971115762205176,-0.6942828373551899,-0.9529675695695237
BIDNLKIUORFRQP,-1.5745102320255737,-1.9477269705687983,-0.05918332762853,-0.8401535746864061,-0.1844909374729321,-0.6148218190109102,-0.887442478379704,-0.37416892462559626,-0.6499696052251264,-0.27186853519853416,-0.3581751866083445,-0.741273520953182
BIIVYFLTOXDAOV,-1.4590253421437072,-1.8717930416713064,-0.6645552039996692,-0.9561690879934289,-0.42937815895913484,-0.6264936084415654,-0.9971375849445075,-0.7246082766557845,-0.8076806670864606,-0.6321645058518482,-0.5513265898881496,-0.7298110996645367
BJFIDCADFRDPIO,-1.408639937102657,-1.9545988048735008,-0.8637945114607624,-0.9058103115576579,-0.5671595103129423,-0.8203032045396536,-0.9755236819883644,-1.02829329141413,-1.032546140300154,-0.7586940773572595,-1.1797873580621416,-0.8625921003015917
BJRNKVDFDLYUGJ,-1.5741609940786803,-1.7995615769553979,-0.5641893776799404,-0.3549754357781632,-0.4891752993501606,-0.7664848894140971,-0.9221622072083616,-0.6946989834787406,-0.8943496647614575,-0.44840702437699775,-1.253571591590786,-0.9395772881836415
BKRGVLQUQGGVSM,-1.462004308564211,-1.8934076934234398,-0.9394196711907299,-0.8554788369053723,-0.5706183893448441,-0.7308836253940778,-0.9113117543707864,-1.0635533667354085,-1.2024989759602598,-0.7658864627296919,-1.0511817973109105,-0.8113593782436961
BKYKPTRYDKTTJY,-1.5765994217981547,-1.789688318767069,-0.26407691234850805,-0.5766239609339162,-0.47387228888861643,-0.7371078454433637,-0.5953623154520213,-0.6753635096195365,-0.8167600455942385,-0.5857091026573124,-1.25879365630959,-0.8535011096377262
BLCLNMBMMGCOAS,-1.7409278703247213,-2.049296415795823,-0.09610631379542761,-0.8458283876680679,-0.28503929822389373,-0.9333741121362014,-1.0129020044218053,-0.9040311820547929,-0.9294587421401553,-0.29679603123614684,-0.5859474956841519,-1.0888822010729633
BLFLLBZGZJTVJG,-1.616363787478704,-1.9318777472954969,-0.47120764921287656,-0.30721836360816807,0.09905680233684466,-0.49889643360029495,-0.932036291427469,0.2983362837507398,-1.0808592621482642,0.35935176034544947,0.47955901392622563,-0.7574139440322858
BLGXFZZNTVWLAY,-1.7564960962114966,-2.007812599869192,-0.02485381261825129,-0.5820053593617205,-0.41576972442859106,-0.8613168076519547,-1.008661336560535,-0.7497080755649467,-0.8071945000523737,-0.4727988015912237,-0.7930044734889078,-0.7871302865605967
BLJRIMJGRPQVNF,-1.744552570444965,-2.004221863071731,-0.6126955637810689,-0.9735411062483651,-0.6852725234804106,-0.9548701433213145,-1.067550860425394,-0.8898433860131603,-1.1710856283922948,-0.7328337956669637,-0.7502101825724652,-0.9574304218678165
BLSQLHNBWJLIBQ,-1.476175433152465,-1.9477841676592638,-0.7163780419818229,-0.9192696827954959,-0.5220455704338723,-0.9553699220836547,-1.0908669571338723,-0.9546482023659955,-0.9909388950301555,-0.49565047511699234,-0.5090937161788306,-1.0471961626584756
BLUAFEHZUWYNDE,-1.6847353970349095,-1.9195605386941943,-1.1867554571001062,-1.2049667593387803,-0.830276706637087,-0.7345660078850859,-1.0068040514876273,-1.2176737173028265,-1.1776064976047445,-0.8041585607711198,-1.3750154531169119,-1.0139200148324057
BLXXJMDCKKHMKV,-1.6937015096669448,-1.9354708689177493,-1.3626861127019119,-0.818921115317784,-0.619262879994204,-0.8654703122295628,-1.0297076628163637,-1.3091648301101,-0.9150105511861522,-0.6636550422878575,-1.294781619946562,-0.9957798586203576
BMKDZUISNHGIBY,-1.6426042896049258,-1.941325418925866,-0.14554816602659493,-0.7944382201996285,-0.3032193395538103,-0.6972832343798644,-1.0606773444863684,-0.5220658339872277,-0.7342210022934681,-0.3763839594805158,-0.12073574346853626,-0.9426531961684824
BMUKKTUHUDJSNZ,-1.5058362715159015,-1.8981400274815998,-0.7756789844219637,-0.7161932811925223,-0.30686454783984163,-0.713083392281572,-0.926118827442555,-0.7929009089698136,-1.2859883490103965,-0.4652185268481069,-0.8785063983670696,-1.1516872517444354
BNQDCRGUHNALGH,-1.45151372750688,-1.7736030602846755,-0.9445832684319004,-1.0241791505323514,-0.41184289204106433,-0.6106205840139738,-0.6707972884089792,-0.31793481643832455,-0.8055536532013722,-0.6370075523613902,-0.6877653894525209,-0.7970235786343796
BNRNXUUZRGQAQC,-1.4153578939212454,-1.381967037648481,-0.6323535667249987,-0.6658335787060494,-0.33036879644068057,-0.22078487495077836,-0.7370637505468761,-0.016888314879261738,-0.8440627114658223,-0.5191080601244396,-0.501763333410888,-0.7272988742048029
BOBLHFUVNSFZPJ,-1.7625963414256132,-2.0025165743798135,-0.3306119185677957,-0.8681370267755791,-0.4875219584828231,-0.9601364003438829,-1.072315115969198,-1.1063237557739585,-1.1084859026673817,-0.43530131147820905,-0.3699226346504872,-1.1589365779234733
BOEGTKLJZSQCCD,-1.528138184799739,-1.9316571758405567,-1.0153141753244104,-0.9664735330032609,-0.4938593370324711,-0.939021233054991,-1.0856921141607778,-1.169911016070076,-0.746389624578937,-0.7844632306799939,-1.5532264084068763,-1.140344777438677
BOVGTQGAOIONJV,-1.5794837762601432,-1.962466795442168,-0.945106178914104,-0.8256654284254079,-0.6115438484546807,-0.937298927869042,-1.0436179010626594,-1.184093838962106,-0.9463309366508561,-0.4952549646661255,-1.1435405461961725,-1.0524916837258944
BPEGJWRSRHCHSN,-1.6749832108470195,-1.9659347527747542,-0.8231967304812,-0.735952856844287,-0.5407910712846583,-0.9319111738355381,-1.0638714450264293,-0.8874710227111879,-1.089078639082509,-0.4343668481962115,-0.7527010294537485,-1.1890266912642704
