variant,task,cell,ik,y,n_repeats,mean_probability_chem,mean_probability_bio,mean_delta_probability,n_repeats_exceeding_threshold,effect_threshold,wilcoxon_alternative,wilcoxon_p_value,effect_and_stability_pass,bh_q_value,retained,classification
standardized,SR-MMP,HA1E,CZIHNRWJTSTCEX,1,20,0.3078025195545374,0.5129382551850903,0.20513573563055282,20,0.05,greater,9.5367431640625e-07,True,2.480239319286758e-06,True,rescued
standardized,SR-MMP,HA1E,DFBKLUNHFCTMDC,1,20,0.576755839589325,0.7642253882259045,0.18746954863657952,18,0.05,greater,9.5367431640625e-07,True,2.480239319286758e-06,True,rescued
standardized,SR-MMP,HA1E,DNXHEGUUPJUMQT,1,20,0.4733475079580467,0.5316843431588788,0.058336835200832014,15,0.05,greater,9.5367431640625e-07,True,2.480239319286758e-06,True,rescued
standardized,SR-MMP,HA1E,FHRSHSOEWXUORL,0,20,0.09809326067627154,0.0707299669478345,-0.027363293728437023,15,-0.02,less,9.5367431640625e-07,True,2.480239319286758e-06,True,corrected
standardized,SR-MMP,HA1E,GCKMFJBGXUYNAG,0,20,0.09876332262116619,0.06793851494380292,-0.03082480767736328,17,-0.02,less,9.5367431640625e-07,True,2.480239319286758e-06,True,corrected
standardized,SR-MMP,HA1E,GCTFWCDSFPMHHS,1,20,0.42994765968098825,0.7727810293909906,0.3428333697100022,16,0.05,greater,9.5367431640625e-07,True,2.480239319286758e-06,True,rescued
standardized,SR-MMP,HA1E,GDLBFKVLRPITMI,0,20,0.17573857619419905,0.14529392319430237,-0.030444652999896675,16,-0.02,less,9.5367431640625e-07,True,2.480239319286758e-06,True,corrected
standardized,SR-MMP,HA1E,GJJFMKBJSRMPLA,0,20,0.10763381922646194,0.07199350763206494,-0.035640311594397,19,-0.02,less,9.5367431640625e-07,True,2.480239319286758e-06,True,corrected
standardized,SR-MMP,HA1E,HCFDWZZGGLSKEP,0,20,0.17146653418224161,0.13873317291408832,-0.032733361268153315,19,-0.02,less,9.5367431640625e-07,True,2.480239319286758e-06,True,corrected
standardized,SR-MMP,HA1E,HCIBTBXNLVOFER,1,20,0.5661664270127725,0.7764299368203958,0.21026350980762318,19,0.05,greater,1.9073486328125e-06,True,4.804923559315113e-06,True,rescued
standardized,SR-MMP,HA1E,HPJKCIUCZWXJDR,0,20,0.47844546309368646,0.40667290934847244,-0.0717725537452141,19,-0.02,less,9.5367431640625e-07,True,2.480239319286758e-06,True,corrected
standardized,SR-MMP,HA1E,IAKOZHOLGAGEJT,1,20,0.7275375120060819,0.8729872907074258,0.14544977870134396,18,0.05,greater,9.5367431640625e-07,True,2.480239319286758e-06,True,rescued
standardized,SR-MMP,HA1E,IISBACLAFKSPIT,1,20,0.756909380200032,0.886399191652045,0.129489811452013,18,0.05,greater,9.5367431640625e-07,True,2.480239319286758e-06,True,rescued
standardized,SR-MMP,HA1E,IMSSROKUHAOUJS,0,20,0.2683608911348085,0.24198946029531826,-0.026371430839490183,15,-0.02,less,9.5367431640625e-07,True,2.480239319286758e-06,True,corrected
standardized,SR-MMP,HA1E,IVQOFBKHQCTVQV,0,20,0.15854521151822026,0.09194444158531774,-0.06660076993290254,19,-0.02,less,9.5367431640625e-07,True,2.480239319286758e-06,True,corrected
standardized,SR-MMP,HA1E,IVYPNXXAYMYVSP,1,20,0.17923825841762203,0.3907674590068365,0.2115292005892145,20,0.05,greater,9.5367431640625e-07,True,2.480239319286758e-06,True,rescued
standardized,SR-MMP,HA1E,JAQUASYNZVUNQP,0,20,0.10821202105634553,0.07234421935831405,-0.03586780169803149,15,-0.02,less,9.5367431640625e-07,True,2.480239319286758e-06,True,corrected
standardized,SR-MMP,HA1E,JFIOVJDNOJYLKP,1,20,0.6385582148536108,0.777127161394807,0.1385689465411964,16,0.05,greater,9.5367431640625e-07,True,2.480239319286758e-06,True,rescued
standardized,SR-MMP,HA1E,JKKFKPJIXZFSSB,0,20,0.2102820143470027,0.1848794478138877,-0.025402566533114956,15,-0.02,less,9.5367431640625e-07,True,2.480239319286758e-06,True,corrected
standardized,SR-MMP,HA1E,JSWZEAMFRNKZNL,0,20,0.16136404955145991,0.09643223605080796,-0.06493181350065198,20,-0.02,less,9.5367431640625e-07,True,2.480239319286758e-06,True,corrected
standardized,SR-MMP,HA1E,JWUBBDSIWDLEOM,1,20,0.45917211805436253,0.6116252152490741,0.1524530971947116,18,0.05,greater,9.5367431640625e-07,True,2.480239319286758e-06,True,rescued
standardized,SR-MMP,HA1E,JXLYSJRDGCGARV,1,20,0.29648670127167304,0.5107493381941656,0.21426263692249256,17,0.05,greater,9.5367431640625e-07,True,2.480239319286758e-06,True,rescued
standardized,SR-MMP,HA1E,KBOPZPXVLCULAV,0,20,0.13227860692835763,0.09084390052381729,-0.041434706404540333,17,-0.02,less,9.5367431640625e-07,True,2.480239319286758e-06,True,corrected
standardized,SR-MMP,HA1E,KEEYRKYKLYARHO,0,20,0.1649143135652588,0.12427553803887219,-0.040638775526386596,15,-0.02,less,9.5367431640625e-07,True,2.480239319286758e-06,True,corrected
standardized,SR-MMP,HA1E,KJONHKAYOJNZEC,0,20,0.40719487033788077,0.2641424150566642,-0.14305245528121663,19,-0.02,less,9.5367431640625e-07,True,2.480239319286758e-06,True,corrected
standardized,SR-MMP,HA1E,KPQZUUQMTUIKBP,0,20,0.06981454807434555,0.04012189167826476,-0.029692656396080784,18,-0.02,less,9.5367431640625e-07,True,2.480239319286758e-06,True,corrected
standardized,SR-MMP,HA1E,KPSRODZRAIWAKH,0,20,0.20642530711849627,0.1652157234630708,-0.04120958365542547,15,-0.02,less,9.5367431640625e-07,True,2.480239319286758e-06,True,corrected
standardized,SR-MMP,HA1E,KVWDHTXUZHCGIO,0,20,0.3317499658936585,0.2893914028316051,-0.042358563062053406,17,-0.02,less,9.5367431640625e-07,True,2.480239319286758e-06,True,corrected
standardized,SR-MMP,HA1E,KZNIFHPLKGYRTM,1,20,0.3187178597287546,0.4006067975783264,0.08188893784957176,15,0.05,greater,9.5367431640625e-07,True,2.480239319286758e-06,True,rescued
standardized,SR-MMP,HA1E,LSLYOANBFKQKPT,0,20,0.1705625696876109,0.14097316283151362,-0.029589406856097268,17,-0.02,less,9.5367431640625e-07,True,2.480239319286758e-06,True,corrected
standardized,SR-MMP,HA1E,LTMHDMANZUZIPE,1,20,0.10979280269475604,0.31012680492959555,0.2003340022348395,16,0.05,greater,9.5367431640625e-07,True,2.480239319286758e-06,True,rescued
standardized,SR-MMP,HA1E,LWQQLNNNIPYSNX,1,20,0.4072889703766663,0.5491471513098787,0.1418581809332125,19,0.05,greater,9.5367431640625e-07,True,2.480239319286758e-06,True,rescued
standardized,SR-MMP,HA1E,MDLAAYDRRZXJIF,1,20,0.44424827136713063,0.7678492641165631,0.3236009927494324,17,0.05,greater,9.5367431640625e-07,True,2.480239319286758e-06,True,rescued
standardized,SR-MMP,HA1E,MJIHNNLFOKEZEW,0,20,0.11931828087229243,0.07547131613554427,-0.04384696473674819,18,-0.02,less,9.5367431640625e-07,True,2.480239319286758e-06,True,corrected
standardized,SR-MMP,HA1E,MLDQJTXFUGDVEO,1,20,0.425350660920217,0.5586531419084674,0.1333024809882503,17,0.05,greater,9.5367431640625e-07,True,2.480239319286758e-06,True,rescued
standardized,SR-MMP,HA1E,MROJXXOCABQVEF,0,20,0.11866146870184609,0.08568779417571756,-0.03297367452612852,17,-0.02,less,9.5367431640625e-07,True,2.480239319286758e-06,True,corrected
standardized,SR-MMP,HA1E,MVQVNTPHUGQQHK,0,20,0.08870818297789586,0.05775525890474957,-0.030952924073146298,15,-0.02,less,9.5367431640625e-07,True,2.480239319286758e-06,True,corrected
standardized,SR-MMP,HA1E,MWLSOWXNZPKENC,0,20,0.26323519828656233,0.1692801959952669,-0.09395500229129544,18,-0.02,less,9.5367431640625e-07,True,2.480239319286758e-06,True,corrected
standardized,SR-MMP,HA1E,NCEXYHBECQHGNR,0,20,0.16864510070923214,0.12036864967192903,-0.04827645103730308,17,-0.02,less,9.5367431640625e-07,True,2.480239319286758e-06,True,corrected
standardized,SR-MMP,HA1E,NGBFQHCMQULJNZ,0,20,0.06936772826147738,0.04584953102663649,-0.023518197234840915,15,-0.02,less,9.5367431640625e-07,True,2.480239319286758e-06,True,corrected
standardized,SR-MMP,HA1E,NJCJBUHJQLFDSW,0,20,0.10980624768203939,0.07141748546116346,-0.038388762220875935,18,-0.02,less,9.5367431640625e-07,True,2.480239319286758e-06,True,corrected
standardized,SR-MMP,HA1E,OCAPBUJLXMYKEJ,0,20,0.63301172165409,0.5513462368370736,-0.08166548481701637,19,-0.02,less,9.5367431640625e-07,True,2.480239319286758e-06,True,corrected
standardized,SR-MMP,HA1E,OEBPANQZQGQPHF,0,20,0.08400350641613925,0.04496250293866306,-0.039041003477476195,18,-0.02,less,9.5367431640625e-07,True,2.480239319286758e-06,True,corrected
standardized,SR-MMP,HA1E,OFBIFZUFASYYRE,0,20,0.13846926822070244,0.09804165192313555,-0.040427616297566873,18,-0.02,less,9.5367431640625e-07,True,2.480239319286758e-06,True,corrected
standardized,SR-MMP,HA1E,PLDZOHPIBZVDLQ,0,20,0.15313152729913665,0.11509155800048261,-0.03803996929865407,16,-0.02,less,9.5367431640625e-07,True,2.480239319286758e-06,True,corrected
standardized,SR-MMP,HA1E,PROQIPRRNZUXQM,0,20,0.4387483297490962,0.37597765393806265,-0.06277067581103357,16,-0.02,less,1.9073486328125e-06,True,4.804923559315113e-06,True,corrected
standardized,SR-MMP,HA1E,QDIYJDPBMZUZEH,0,20,0.141352269099064,0.10446247603694281,-0.03688979306212119,18,-0.02,less,9.5367431640625e-07,True,2.480239319286758e-06,True,corrected
standardized,SR-MMP,HA1E,QQQIECGTIMUVDS,0,20,0.0961225253456544,0.06625168034218451,-0.029870845003469877,17,-0.02,less,9.5367431640625e-07,True,2.480239319286758e-06,True,corrected
standardized,SR-MMP,HA1E,QRJJEGAJXVEBNE,0,20,0.46828567308823627,0.3195549392944767,-0.1487307337937596,19,-0.02,less,9.5367431640625e-07,True,2.480239319286758e-06,True,corrected
standardized,SR-MMP,HA1E,RHMXXJGYXNZAPX,1,20,0.36670802495203103,0.6130375079201019,0.2463294829680709,18,0.05,greater,9.5367431640625e-07,True,2.480239319286758e-06,True,rescued
standardized,SR-MMP,HA1E,RJMUSRYZPJIFPJ,1,20,0.36729357761996584,0.6562618557360498,0.2889682781160839,18,0.05,greater,9.5367431640625e-07,True,2.480239319286758e-06,True,rescued
standardized,SR-MMP,HA1E,RZJQGNCSTQAWON,0,20,0.21055222013035735,0.16440002608660156,-0.0461521940437558,20,-0.02,less,9.5367431640625e-07,True,2.480239319286758e-06,True,corrected
standardized,SR-MMP,HA1E,SMYALUSCZJXWHG,0,20,0.11817060509352421,0.09239276576752405,-0.025777839326000158,15,-0.02,less,9.5367431640625e-07,True,2.480239319286758e-06,True,corrected
standardized,SR-MMP,HA1E,SXYIRMFQILZOAM,0,20,0.11701000501917203,0.06734695634884878,-0.04966304867032325,18,-0.02,less,9.5367431640625e-07,True,2.480239319286758e-06,True,corrected
standardized,SR-MMP,HA1E,SYTBZMRGLBWNTM,0,20,0.28146068857476486,0.22829157574579811,-0.053169112828966726,17,-0.02,less,9.5367431640625e-07,True,2.480239319286758e-06,True,corrected
standardized,SR-MMP,HA1E,TXVHTIQJNYSSKO,1,20,0.7254084622292142,0.8505970470388526,0.1251885848096383,18,0.05,greater,9.5367431640625e-07,True,2.480239319286758e-06,True,rescued
standardized,SR-MMP,HA1E,TZRHLKRLEZJVIJ,0,20,0.140406000657331,0.08336331202424253,-0.05704268863308849,19,-0.02,less,9.5367431640625e-07,True,2.480239319286758e-06,True,corrected
standardized,SR-MMP,HA1E,TZXKOCQBRNJULO,0,20,0.092676972638334,0.05775097095154099,-0.034926001686793,17,-0.02,less,9.5367431640625e-07,True,2.480239319286758e-06,True,corrected
standardized,SR-MMP,HA1E,UBRKDAVQCKZSPO,0,20,0.1376304036639991,0.08755672607534355,-0.05007367758865554,19,-0.02,less,9.5367431640625e-07,True,2.480239319286758e-06,True,corrected
standardized,SR-MMP,HA1E,UGTJLJZQQFGTJD,1,20,0.2784134627377797,0.5850182561172126,0.3066047933794329,20,0.05,greater,9.5367431640625e-07,True,2.480239319286758e-06,True,rescued
standardized,SR-MMP,HA1E,UIARLYUEJFELEN,1,20,0.522982356090001,0.6273885530682756,0.10440619697827443,16,0.05,greater,2.86102294921875e-06,True,6.964712431936553e-06,True,rescued
standardized,SR-MMP,HA1E,UNAANXDKBXWMLN,0,20,0.46415358231000364,0.3518193629200374,-0.11233421938996628,19,-0.02,less,9.5367431640625e-07,True,2.480239319286758e-06,True,corrected
standardized,SR-MMP,HA1E,VFLDPWHFBUODDF,1,20,0.2362725237768392,0.400306611014382,0.16403408723754276,15,0.05,greater,9.5367431640625e-07,True,2.480239319286758e-06,True,rescued
standardized,SR-MMP,HA1E,VHGCDTVCOLNTBX,0,20,0.3427415010775668,0.2853940516755724,-0.05734744940199438,17,-0.02,less,9.5367431640625e-07,True,2.480239319286758e-06,True,corrected
standardized,SR-MMP,HA1E,WDFKMLRRRCGAKS,1,20,0.5122152248328297,0.6616592828115129,0.1494440579786832,16,0.05,greater,9.5367431640625e-07,True,2.480239319286758e-06,True,rescued
standardized,SR-MMP,HA1E,WDJUZGPOPHTGOT,1,20,0.12256443155259955,0.36567400655293275,0.2431095750003332,16,0.05,greater,9.5367431640625e-07,True,2.480239319286758e-06,True,rescued
standardized,SR-MMP,HA1E,WHBHBVVOGNECLV,0,20,0.08699017428249475,0.06112837121479171,-0.025861803067703026,16,-0.02,less,9.5367431640625e-07,True,2.480239319286758e-06,True,corrected
standardized,SR-MMP,HA1E,WMBWREPUVVBILR,0,20,0.20885377190463297,0.1773483037509665,-0.031505468153666505,18,-0.02,less,9.5367431640625e-07,True,2.480239319286758e-06,True,corrected
standardized,SR-MMP,HA1E,WREGKURFCTUGRC,0,20,0.05550801421287027,0.03231952833968628,-0.023188485873183996,16,-0.02,less,9.5367431640625e-07,True,2.480239319286758e-06,True,corrected
standardized,SR-MMP,HA1E,WUWFMDMBOJLQIV,0,20,0.10984266279762604,0.06941956885402094,-0.04042309394360512,16,-0.02,less,9.5367431640625e-07,True,2.480239319286758e-06,True,corrected
standardized,SR-MMP,HA1E,XAGMUUZPGZWTRP,0,20,0.13506968315790663,0.09474999464844816,-0.04031968850945849,16,-0.02,less,9.5367431640625e-07,True,2.480239319286758e-06,True,corrected
standardized,SR-MMP,HA1E,XEFQLINVKFYRCS,1,20,0.6442200634508333,0.8006852629361914,0.15646519948535817,19,0.05,greater,9.5367431640625e-07,True,2.480239319286758e-06,True,rescued
standardized,SR-MMP,HA1E,XFDJYSQDBULQSI,0,20,0.09623637572139322,0.06609180547316422,-0.03014457024822901,17,-0.02,less,9.5367431640625e-07,True,2.480239319286758e-06,True,corrected
standardized,SR-MMP,HA1E,XFOHWECQTFIEIX,1,20,0.7496699884699909,0.8947044750318749,0.14503448656188406,20,0.05,greater,9.5367431640625e-07,True,2.480239319286758e-06,True,rescued
standardized,SR-MMP,HA1E,XPCTZQVDEJYUGT,0,20,0.13506605192587265,0.09411199635618173,-0.04095405556969093,17,-0.02,less,9.5367431640625e-07,True,2.480239319286758e-06,True,corrected
standardized,SR-MMP,HA1E,YBBLVLTVTVSKRW,0,20,0.1598533373675875,0.11663369019956067,-0.04321964716802678,15,-0.02,less,9.5367431640625e-07,True,2.480239319286758e-06,True,corrected
standardized,SR-MMP,HA1E,YLJREFDVOIBQDA,0,20,0.23632180963461696,0.1944750847369808,-0.04184672489763611,20,-0.02,less,9.5367431640625e-07,True,2.480239319286758e-06,True,corrected
standardized,SR-MMP,HA1E,YMBXTVYHTMGZDW,0,20,0.15829466072061646,0.10822803600459523,-0.05006662471602121,19,-0.02,less,9.5367431640625e-07,True,2.480239319286758e-06,True,corrected
standardized,SR-MMP,HA1E,YXSLJKQTIDHPOT,0,20,0.25328670653353186,0.20127700150702305,-0.05200970502650881,19,-0.02,less,9.5367431640625e-07,True,2.480239319286758e-06,True,corrected
standardized,SR-MMP,HA1E,ZZVUWRFHKOJYTH,0,20,0.18913811413569706,0.12949702531496524,-0.059641088820731825,19,-0.02,less,9.5367431640625e-07,True,2.480239319286758e-06,True,corrected
standardized,SR-p53,HA1E,DYEFUKCXAQOFHX,0,20,0.1504558733110144,0.12842297361475533,-0.022032899696259045,15,-0.02,less,9.5367431640625e-07,True,2.8970724938251717e-06,True,corrected
standardized,SR-p53,HA1E,TXVHTIQJNYSSKO,1,20,0.2917702484845186,0.4067088227338904,0.11493857424937173,16,0.05,greater,9.5367431640625e-07,True,2.8970724938251717e-06,True,rescued
standardized,SR-ARE,HEPG2,AAKJLRGGTJKAMG,1,20,0.28419002631777385,0.45867183184601706,0.17448180552824324,17,0.05,greater,9.5367431640625e-07,True,2.5300418629365808e-06,True,rescued
standardized,SR-ARE,HEPG2,ANGKOCUUWGHLCE,0,20,0.15795415274508823,0.12774388562172595,-0.030210267123362267,15,-0.02,less,9.5367431640625e-07,True,2.5300418629365808e-06,True,corrected
standardized,SR-ARE,HEPG2,AQHHHDLHHXJYJD,0,20,0.16217989792357554,0.13261995763828255,-0.029559940285293008,16,-0.02,less,9.5367431640625e-07,True,2.5300418629365808e-06,True,corrected
standardized,SR-ARE,HEPG2,ATCGGEJZONJOCL,0,20,0.27015942982936625,0.23290625308517132,-0.03725317674419486,16,-0.02,less,9.5367431640625e-07,True,2.5300418629365808e-06,True,corrected
standardized,SR-ARE,HEPG2,AXKPFOAXAHJUAG,0,20,0.16530755372805817,0.13199155811478264,-0.0333159956132755,15,-0.02,less,9.5367431640625e-07,True,2.5300418629365808e-06,True,corrected
standardized,SR-ARE,HEPG2,BMUKKTUHUDJSNZ,0,20,0.23527514767722607,0.19146949043339329,-0.04380565724383277,17,-0.02,less,9.5367431640625e-07,True,2.5300418629365808e-06,True,corrected
standardized,SR-ARE,HEPG2,BTFMCMVEUCGQDX,0,20,0.288686308264563,0.22357330165173428,-0.06511300661282875,20,-0.02,less,9.5367431640625e-07,True,2.5300418629365808e-06,True,corrected
standardized,SR-ARE,HEPG2,BWPIARFWQZKAIA,0,20,0.3143871012967273,0.2486134331993804,-0.06577366809734689,18,-0.02,less,9.5367431640625e-07,True,2.5300418629365808e-06,True,corrected
standardized,SR-ARE,HEPG2,DCSUBABJRXZOMT,0,20,0.22181190419299496,0.19134576886779792,-0.030466135325197062,15,-0.02,less,9.5367431640625e-07,True,2.5300418629365808e-06,True,corrected
standardized,SR-ARE,HEPG2,DDNCQMVWWZOMLN,0,20,0.4327584664700397,0.38067743010032173,-0.052081036369717906,15,-0.02,less,9.5367431640625e-07,True,2.5300418629365808e-06,True,corrected
standardized,SR-ARE,HEPG2,DKGZKTPJOSAWFA,1,20,0.21908402198417,0.4942471149811187,0.27516309299694874,19,0.05,greater,9.5367431640625e-07,True,2.5300418629365808e-06,True,rescued
standardized,SR-ARE,HEPG2,DNXHEGUUPJUMQT,0,20,0.33156718147262765,0.28447514753377373,-0.047092033938853986,17,-0.02,less,9.5367431640625e-07,True,2.5300418629365808e-06,True,corrected
standardized,SR-ARE,HEPG2,DRZXDZYWZSKFDL,1,20,0.18731540198125513,0.5984064753277984,0.4110910733465434,20,0.05,greater,9.5367431640625e-07,True,2.5300418629365808e-06,True,rescued
standardized,SR-ARE,HEPG2,FGXWKSZFVQUSTL,0,20,0.3611279661909674,0.297663079818208,-0.0634648863727594,16,-0.02,less,9.5367431640625e-07,True,2.5300418629365808e-06,True,corrected
standardized,SR-ARE,HEPG2,FJLGEFLZQAZZCD,0,20,0.339205176534987,0.2507605078873648,-0.08844466864762215,18,-0.02,less,9.5367431640625e-07,True,2.5300418629365808e-06,True,corrected
standardized,SR-ARE,HEPG2,FJUKDAZEABGEIH,1,20,0.33275651704300313,0.5354624783126027,0.20270596126959975,17,0.05,greater,9.5367431640625e-07,True,2.5300418629365808e-06,True,rescued
standardized,SR-ARE,HEPG2,FPCCSQOGAWCVBH,0,20,0.25559827672822527,0.19647375822457516,-0.059124518503650136,15,-0.02,less,6.67572021484375e-05,True,0.00012921673033882108,True,corrected
standardized,SR-ARE,HEPG2,FSVJFNAIGNNGKK,0,20,0.12325519237249916,0.09074644091175317,-0.032508751460745985,15,-0.02,less,9.5367431640625e-07,True,2.5300418629365808e-06,True,corrected
standardized,SR-ARE,HEPG2,FTFRZXFNZVCRSK,1,20,0.38577083465588446,0.4738686820085566,0.08809784735267202,17,0.05,greater,9.5367431640625e-07,True,2.5300418629365808e-06,True,rescued
standardized,SR-ARE,HEPG2,FZSPJBYOKQPKCD,0,20,0.16404867568463943,0.12966617990500603,-0.03438249577963339,15,-0.02,less,9.5367431640625e-07,True,2.5300418629365808e-06,True,corrected
standardized,SR-ARE,HEPG2,GDLIGKIOYRNHDA,0,20,0.3249156877278182,0.24263701149990577,-0.0822786762279124,17,-0.02,less,9.5367431640625e-07,True,2.5300418629365808e-06,True,corrected
standardized,SR-ARE,HEPG2,GKTWGGQPFAXNFI,0,20,0.24511659797414187,0.20691407212692686,-0.03820252584721503,15,-0.02,less,9.5367431640625e-07,True,2.5300418629365808e-06,True,corrected
standardized,SR-ARE,HEPG2,GZHFODJQISUKAY,0,20,0.23776165503314867,0.2035541302818606,-0.034207524751288125,15,-0.02,less,9.5367431640625e-07,True,2.5300418629365808e-06,True,corrected
standardized,SR-ARE,HEPG2,HBUBKKRHXORPQB,1,20,0.09690369186056065,0.2644430856354382,0.16753939377487756,15,0.05,greater,9.5367431640625e-07,True,2.5300418629365808e-06,True,rescued
standardized,SR-ARE,HEPG2,HCYAFALTSJYZDH,0,20,0.21669829703298596,0.1791312383968643,-0.03756705863612163,15,-0.02,less,9.5367431640625e-07,True,2.5300418629365808e-06,True,corrected
standardized,SR-ARE,HEPG2,HOGVTUZUJGHKPL,1,20,0.256579562984065,0.6202376252786663,0.36365806229460124,17,0.05,greater,9.5367431640625e-07,True,2.5300418629365808e-06,True,rescued
standardized,SR-ARE,HEPG2,IENZQIKPVFGBNW,0,20,0.30894090071514924,0.23676102897327497,-0.07217987174187421,19,-0.02,less,9.5367431640625e-07,True,2.5300418629365808e-06,True,corrected
standardized,SR-ARE,HEPG2,IIBYAHWJQTYFKB,0,20,0.2287269675436378,0.18646966052282946,-0.04225730702080837,16,-0.02,less,9.5367431640625e-07,True,2.5300418629365808e-06,True,corrected
standardized,SR-ARE,HEPG2,IXORZMNAPKEEDV,0,20,0.23459275097999477,0.19296385702118066,-0.04162889395881412,16,-0.02,less,9.5367431640625e-07,True,2.5300418629365808e-06,True,corrected
standardized,SR-ARE,HEPG2,JBIMVDZLSHOPLA,0,20,0.3422126559452845,0.25949127701893543,-0.08272137892634909,19,-0.02,less,9.5367431640625e-07,True,2.5300418629365808e-06,True,corrected
standardized,SR-ARE,HEPG2,JXLYSJRDGCGARV,1,20,0.28242525659469264,0.5474330981240333,0.26500784152934065,15,0.05,greater,9.5367431640625e-07,True,2.5300418629365808e-06,True,rescued
standardized,SR-ARE,HEPG2,KYRVNWMVYQXFEU,1,20,0.39714745483191616,0.6724865390639542,0.2753390842320379,18,0.05,greater,9.5367431640625e-07,True,2.5300418629365808e-06,True,rescued
standardized,SR-ARE,HEPG2,LLJFMFZYVVLQKT,1,20,0.12879516559040896,0.2914655932207749,0.16267042763036596,16,0.05,greater,2.86102294921875e-06,True,7.0126160331394365e-06,True,rescued
standardized,SR-ARE,HEPG2,MEZZCSHVIGVWFI,0,20,0.25031024110687333,0.2002495209337673,-0.05006072017310607,17,-0.02,less,9.5367431640625e-07,True,2.5300418629365808e-06,True,corrected
standardized,SR-ARE,HEPG2,MJVAVZPDRWSRRC,1,20,0.36223023987237984,0.5408616316363155,0.17863139176393567,18,0.05,greater,9.5367431640625e-07,True,2.5300418629365808e-06,True,rescued
standardized,SR-ARE,HEPG2,MNJNPLVXBISNSX,0,20,0.22527105447902632,0.17840973828883458,-0.046861316190191724,17,-0.02,less,9.5367431640625e-07,True,2.5300418629365808e-06,True,corrected
standardized,SR-ARE,HEPG2,NNAIYOXJNVGUOM,1,20,0.2824957814822884,0.3664526974883963,0.08395691600610786,15,0.05,greater,9.5367431640625e-07,True,2.5300418629365808e-06,True,rescued
standardized,SR-ARE,HEPG2,NUHPODZZKHQQET,0,20,0.17248874850362714,0.1355150231328112,-0.03697372537081598,15,-0.02,less,9.5367431640625e-07,True,2.5300418629365808e-06,True,corrected
standardized,SR-ARE,HEPG2,OCJYIGYOJCODJL,1,20,0.44919373366690607,0.5509815573392942,0.10178782367238837,17,0.05,greater,9.5367431640625e-07,True,2.5300418629365808e-06,True,rescued
standardized,SR-ARE,HEPG2,ODQWQRRAPPTVAG,0,20,0.3477442515145709,0.3021315701762376,-0.04561268133833326,18,-0.02,less,9.5367431640625e-07,True,2.5300418629365808e-06,True,corrected
standardized,SR-ARE,HEPG2,OGHNVEJMJSYVRP,0,20,0.3597898670962362,0.32392621308599623,-0.03586365401024,16,-0.02,less,9.5367431640625e-07,True,2.5300418629365808e-06,True,corrected
